Node	Node_Long	Definition	OntologyScope
HP_0008115	http://purl.obolibrary.org/obo/HP_0008115	Clinodactyly of the 3rd toe	EFO
HP_0008110	http://purl.obolibrary.org/obo/HP_0008110	Equinovarus deformity	EFO
NCBITaxon_121555	http://purl.obolibrary.org/obo/NCBITaxon_121555	Senecio squalidus subsp. squalidus	EFO
NCBITaxon_38785	http://purl.obolibrary.org/obo/NCBITaxon_38785	Arabidopsis arenosa	EFO
Orphanet_2571	http://www.orpha.net/ORDO/Orphanet_2571	X-linked immunoneurologic disorder	EFO
Orphanet_2576	http://www.orpha.net/ORDO/Orphanet_2576	MULIBREY nanism	EFO
MONDO_0014948	http://purl.obolibrary.org/obo/MONDO_0014948	short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay	EFO
Orphanet_2578	http://www.orpha.net/ORDO/Orphanet_2578	MURCS association	EFO
Orphanet_2579	http://www.orpha.net/ORDO/Orphanet_2579	Muscular atrophy - ataxia - retinitis pigmentosa - diabetes mellitus	EFO
MONDO_0014946	http://purl.obolibrary.org/obo/MONDO_0014946	Sifrim-Hitz-Weiss syndrome	EFO
Orphanet_2572	http://www.orpha.net/ORDO/Orphanet_2572	Spastic ataxia - corneal dystrophy	EFO
Orphanet_2573	http://www.orpha.net/ORDO/Orphanet_2573	Moyamoya disease	EFO
Orphanet_2574	http://www.orpha.net/ORDO/Orphanet_2574	Moynahan syndrome	EFO
Orphanet_2575	http://www.orpha.net/ORDO/Orphanet_2575	Cystic fibrosis - gastritis - megaloblastic anemia	EFO
UBERON_0011579	http://purl.obolibrary.org/obo/UBERON_0011579	venom gland	EFO
MONDO_0014956	http://purl.obolibrary.org/obo/MONDO_0014956	Chitayat syndrome	EFO
MONDO_0014953	http://purl.obolibrary.org/obo/MONDO_0014953	intellectual developmental disorder with cardiac arrhythmia	EFO
MONDO_0000316	http://purl.obolibrary.org/obo/MONDO_0000316	opportunistic bacterial infectious disease	EFO
MONDO_0002979	http://purl.obolibrary.org/obo/MONDO_0002979	papillary squamous carcinoma	EFO
Orphanet_199337	http://www.orpha.net/ORDO/Orphanet_199337	Pancreatic insufficiency - anemia - hyperostosis	EFO
Orphanet_2580	http://www.orpha.net/ORDO/Orphanet_2580	Shoulder and girdle defects - familial intellectual disability	EFO
NCBITaxon_38766	http://purl.obolibrary.org/obo/NCBITaxon_38766	Lagos bat virus	EFO
Orphanet_261801	http://www.orpha.net/ORDO/Orphanet_261801	Partial deletion of chromosome 8	EFO
NCBITaxon_38767	http://purl.obolibrary.org/obo/NCBITaxon_38767	Duvenhage virus	EFO
NCBITaxon_12139	http://purl.obolibrary.org/obo/NCBITaxon_12139	Southern bean mosaic virus	EFO
Orphanet_2587	http://www.orpha.net/ORDO/Orphanet_2587	Myeloperoxidase deficiency	EFO
Orphanet_2588	http://www.orpha.net/ORDO/Orphanet_2588	Myhre syndrome	EFO
Orphanet_2589	http://www.orpha.net/ORDO/Orphanet_2589	Myoclonus - cerebellar ataxia - deafness	EFO
Orphanet_261806	http://www.orpha.net/ORDO/Orphanet_261806	Partial deletion of chromosome 9	EFO
Orphanet_2585	http://www.orpha.net/ORDO/Orphanet_2585	Ataxia - pancytopenia	EFO
MONDO_0014940	http://purl.obolibrary.org/obo/MONDO_0014940	neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	EFO
MONDO_0014944	http://purl.obolibrary.org/obo/MONDO_0014944	short stature-brachydactyly-obesity-global developmental delay syndrome	EFO
Orphanet_199332	http://www.orpha.net/ORDO/Orphanet_199332	Endocrine-cerebro-osteodysplasia syndrome	EFO
Orphanet_2590	http://www.orpha.net/ORDO/Orphanet_2590	Hereditary myoclonus - progressive distal muscular atrophy	EFO
Orphanet_199326	http://www.orpha.net/ORDO/Orphanet_199326	Isolated autosomal dominant hypomagnesemia, Glaudemans type	EFO
CHEBI_26536	http://purl.obolibrary.org/obo/CHEBI_26536	retinoic acid	EFO
Orphanet_2591	http://www.orpha.net/ORDO/Orphanet_2591	Infantile myofibromatosis	EFO
Orphanet_199329	http://www.orpha.net/ORDO/Orphanet_199329	Congenital myopathy, Paradas type	EFO
Orphanet_2593	http://www.orpha.net/ORDO/Orphanet_2593	Tubular aggregate myopathy	EFO
Orphanet_2598	http://www.orpha.net/ORDO/Orphanet_2598	Mitochondrial myopathy and sideroblastic anemia	EFO
NCBITaxon_4808	http://purl.obolibrary.org/obo/NCBITaxon_4808	Blastocladiella emersonii	EFO
Orphanet_2596	http://www.orpha.net/ORDO/Orphanet_2596	Myopathy and diabetes mellitus	EFO
Orphanet_2597	http://www.orpha.net/ORDO/Orphanet_2597	Mitochondrial myopathy - lactic acidosis - deafness	EFO
MONDO_0014931	http://purl.obolibrary.org/obo/MONDO_0014931	Alazami-Yuan syndrome	EFO
NCBITaxon_121541	http://purl.obolibrary.org/obo/NCBITaxon_121541	Senecio chrysanthemifolius	EFO
NCBITaxon_121540	http://purl.obolibrary.org/obo/NCBITaxon_121540	Senecio aethnensis	EFO
NCBITaxon_290397	http://purl.obolibrary.org/obo/NCBITaxon_290397	Anaeromyxobacter dehalogenans 2CP-C	EFO
NCBITaxon_12144	http://purl.obolibrary.org/obo/NCBITaxon_12144	Cymbidium ringspot virus	EFO
MONDO_0024322	http://purl.obolibrary.org/obo/MONDO_0024322	disorder of glycosylation	EFO
MONDO_0024321	http://purl.obolibrary.org/obo/MONDO_0024321	disorder of GPI anchor biosynthesis	EFO
Orphanet_261821	http://www.orpha.net/ORDO/Orphanet_261821	Partial deletion of the long arm of chromosome 12	EFO
MONDO_0000359	http://purl.obolibrary.org/obo/MONDO_0000359	spondylocostal dysostosis	EFO
MONDO_0000358	http://purl.obolibrary.org/obo/MONDO_0000358	orofacial cleft	EFO
Orphanet_2521	http://www.orpha.net/ORDO/Orphanet_2521	Microcephaly - cleft palate	EFO
Orphanet_2522	http://www.orpha.net/ORDO/Orphanet_2522	Microcephaly - cervical spine fusion anomalies	EFO
Orphanet_2523	http://www.orpha.net/ORDO/Orphanet_2523	Microcephaly - brain defect - spasticity - hypernatremia	EFO
Orphanet_2524	http://www.orpha.net/ORDO/Orphanet_2524	Pontocerebellar hypoplasia type 2	EFO
MONDO_0000351	http://purl.obolibrary.org/obo/MONDO_0000351	disorder of methionine catabolism	EFO
MONDO_0024320	http://purl.obolibrary.org/obo/MONDO_0024320	inner ear neoplasm	EFO
Orphanet_261826	http://www.orpha.net/ORDO/Orphanet_261826	Partial deletion of chromosome 16	EFO
Orphanet_165985	http://www.orpha.net/ORDO/Orphanet_165985	Diazoxide-sensitive diffuse hyperinsulinism	EFO
Orphanet_2526	http://www.orpha.net/ORDO/Orphanet_2526	Microcephaly - lymphedema - chorioretinopathy	EFO
Orphanet_2528	http://www.orpha.net/ORDO/Orphanet_2528	Microcephaly-microcornea syndrome, Seemanova type	EFO
Orphanet_165988	http://www.orpha.net/ORDO/Orphanet_165988	Diazoxide-resistant diffuse hyperinsulinism	EFO
HP_0008158	http://purl.obolibrary.org/obo/HP_0008158	Hyperapobetalipoproteinemia	EFO
MONDO_0024318	http://purl.obolibrary.org/obo/MONDO_0024318	viral infection of central nervous system	EFO
MONDO_0024311	http://purl.obolibrary.org/obo/MONDO_0024311	cancer affecting bone of limb skeleton	EFO
MONDO_0000365	http://purl.obolibrary.org/obo/MONDO_0000365	primary congenital glaucoma (disease)	EFO
Orphanet_261811	http://www.orpha.net/ORDO/Orphanet_261811	Partial deletion of chromosome 10	EFO
MONDO_0024315	http://purl.obolibrary.org/obo/MONDO_0024315	parasitic endophthalmitis	EFO
MONDO_0000369	http://purl.obolibrary.org/obo/MONDO_0000369	abdominal tuberculosis	EFO
MONDO_0024317	http://purl.obolibrary.org/obo/MONDO_0024317	chronic pain syndrome	EFO
MONDO_0000368	http://purl.obolibrary.org/obo/MONDO_0000368	extrapulmonary tuberculosis	EFO
Orphanet_2533	http://www.orpha.net/ORDO/Orphanet_2533	Microcephaly - deafness - intellectual disability	EFO
Orphanet_165994	http://www.orpha.net/ORDO/Orphanet_165994	Selective pituitary resistance to thyroid hormone	EFO
Orphanet_2535	http://www.orpha.net/ORDO/Orphanet_2535	Microcornea - corectopia - macular hypoplasia	EFO
NCBITaxon_2208	http://purl.obolibrary.org/obo/NCBITaxon_2208	Methanosarcina barkeri	EFO
Orphanet_261816	http://www.orpha.net/ORDO/Orphanet_261816	Partial deletion of chromosome 11	EFO
Orphanet_165991	http://www.orpha.net/ORDO/Orphanet_165991	Exercise-induced hyperinsulinism	EFO
NCBITaxon_2209	http://purl.obolibrary.org/obo/NCBITaxon_2209	Methanosarcina mazei	EFO
MONDO_0014995	http://purl.obolibrary.org/obo/MONDO_0014995	neurodevelopmental disorder with hypotonia, seizures, and absent language	EFO
MONDO_0014994	http://purl.obolibrary.org/obo/MONDO_0014994	global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies	EFO
Orphanet_2536	http://www.orpha.net/ORDO/Orphanet_2536	Microcornea - glaucoma - absent frontal sinuses	EFO
MONDO_0024308	http://purl.obolibrary.org/obo/MONDO_0024308	pseudoxanthoma elasticum (inherited or acquired)	EFO
MONDO_0024307	http://purl.obolibrary.org/obo/MONDO_0024307	prothrombin deficiency	EFO
MONDO_0002996	http://purl.obolibrary.org/obo/MONDO_0002996	cavernous sinus meningioma	EFO
Orphanet_261846	http://www.orpha.net/ORDO/Orphanet_261846	Partial deletion of chromosome 20	EFO
MONDO_0002998	http://purl.obolibrary.org/obo/MONDO_0002998	skull base meningioma	EFO
MONDO_0024301	http://purl.obolibrary.org/obo/MONDO_0024301	acquired mineral metabolism disease	EFO
MONDO_0024304	http://purl.obolibrary.org/obo/MONDO_0024304	ichthyosis vulgaris	EFO
Orphanet_261841	http://www.orpha.net/ORDO/Orphanet_261841	Partial deletion of chromosome 19	EFO
MONDO_0024306	http://purl.obolibrary.org/obo/MONDO_0024306	acquired lactic acidosis	EFO
MONDO_0024305	http://purl.obolibrary.org/obo/MONDO_0024305	acquired hyperprolactinemia	EFO
MONDO_0000334	http://purl.obolibrary.org/obo/MONDO_0000334	multinodular goiter	EFO
MONDO_0002995	http://purl.obolibrary.org/obo/MONDO_0002995	small intestine neuroendocrine tumor, well differentiated, low or intermediate grade	EFO
Orphanet_2543	http://www.orpha.net/ORDO/Orphanet_2543	Microphthalmia - cataract	EFO
Orphanet_2542	http://www.orpha.net/ORDO/Orphanet_2542	Isolated anophthalmia - microphthalmia	EFO
Orphanet_2549	http://www.orpha.net/ORDO/Orphanet_2549	Oculoauriculovertebral spectrum with radial defects	EFO
MONDO_0002989	http://purl.obolibrary.org/obo/MONDO_0002989	benign fibrous histiocytoma	EFO
PR_000003918	http://purl.obolibrary.org/obo/PR_000003918	serum albumin	EFO
MONDO_0000341	http://purl.obolibrary.org/obo/MONDO_0000341	paralytic poliomyelitis	EFO
Orphanet_261831	http://www.orpha.net/ORDO/Orphanet_261831	Partial deletion of chromosome 17	EFO
Orphanet_2554	http://www.orpha.net/ORDO/Orphanet_2554	Ear-patella-short stature syndrome	EFO
Orphanet_2556	http://www.orpha.net/ORDO/Orphanet_2556	Microphthalmia with linear skin defects syndrome	EFO
MONDO_0014968	http://purl.obolibrary.org/obo/MONDO_0014968	encephalopathy, progressive, with amyotrophy and optic atrophy	EFO
Orphanet_2557	http://www.orpha.net/ORDO/Orphanet_2557	Mietens syndrome	EFO
Orphanet_2551	http://www.orpha.net/ORDO/Orphanet_2551	Microspherophakia - metaphyseal dysplasia	EFO
Orphanet_261836	http://www.orpha.net/ORDO/Orphanet_261836	Partial deletion of chromosome 18	EFO
Orphanet_2558	http://www.orpha.net/ORDO/Orphanet_2558	Mikati-Najjar-Sahli syndrome	EFO
Orphanet_37612	http://www.orpha.net/ORDO/Orphanet_37612	Episodic ataxia type 1	EFO
NCBITaxon_12183	http://purl.obolibrary.org/obo/NCBITaxon_12183	Potato virus X	EFO
NCBITaxon_75702	http://purl.obolibrary.org/obo/NCBITaxon_75702	Populus euphratica	EFO
NCBITaxon_51751	http://purl.obolibrary.org/obo/NCBITaxon_51751	Python regius	EFO
Orphanet_261866	http://www.orpha.net/ORDO/Orphanet_261866	Partial deletion of the short arm of chromosome 2	EFO
Orphanet_330050	http://www.orpha.net/ORDO/Orphanet_330050	Lethal encephalopathy due to mitochondrial and peroxisomal fission defect	EFO
NCBITaxon_4896	http://purl.obolibrary.org/obo/NCBITaxon_4896	Schizosaccharomyces pombe	EFO
NCBITaxon_4897	http://purl.obolibrary.org/obo/NCBITaxon_4897	Schizosaccharomyces japonicus	EFO
Orphanet_330054	http://www.orpha.net/ORDO/Orphanet_330054	Congenital cataract - progressive muscular hypotonia - hearing loss - developmental delay	EFO
CHEBI_133613	http://purl.obolibrary.org/obo/CHEBI_133613	p-hydroxyhippurate	EFO
NCBITaxon_2242	http://purl.obolibrary.org/obo/NCBITaxon_2242	Halobacterium salinarum	EFO
Orphanet_261857	http://www.orpha.net/ORDO/Orphanet_261857	Partial deletion of the short arm of chromosome 1	EFO
NCBITaxon_2246	http://purl.obolibrary.org/obo/NCBITaxon_2246	Haloferax volcanii	EFO
CHEBI_133628	http://purl.obolibrary.org/obo/CHEBI_133628	undecanedioic acid anion	EFO
NCBITaxon_4876	http://purl.obolibrary.org/obo/NCBITaxon_4876	Glomus intraradices	EFO
Orphanet_261884	http://www.orpha.net/ORDO/Orphanet_261884	Partial deletion of the short arm of chromosome 4	EFO
Orphanet_330032	http://www.orpha.net/ORDO/Orphanet_330032	Hemoglobin Lepore - beta-thalassemia	EFO
Orphanet_261875	http://www.orpha.net/ORDO/Orphanet_261875	Partial deletion of the short arm of chromosome 3	EFO
Orphanet_330041	http://www.orpha.net/ORDO/Orphanet_330041	Autosomal dominant methemoglobinemia	EFO
CHEBI_133607	http://purl.obolibrary.org/obo/CHEBI_133607	m-hydroxyhippurate	EFO
CHEBI_9753	http://purl.obolibrary.org/obo/CHEBI_9753	troglitazone	EFO
CHEBI_38593	http://purl.obolibrary.org/obo/CHEBI_38593	fenazaquin	EFO
NCBITaxon_4890	http://purl.obolibrary.org/obo/NCBITaxon_4890	Ascomycota	EFO
MONDO_0002930	http://purl.obolibrary.org/obo/MONDO_0002930	kidney sarcoma	EFO
EFO_0006529	http://www.ebi.ac.uk/efo/EFO_0006529	2TS22C	EFO
MONDO_0002933	http://purl.obolibrary.org/obo/MONDO_0002933	osteosclerosis	EFO
EFO_0006525	http://www.ebi.ac.uk/efo/EFO_0006525	cigarettes per day measurement	EFO
EFO_0006526	http://www.ebi.ac.uk/efo/EFO_0006526	pack-years measurement	EFO
EFO_0006527	http://www.ebi.ac.uk/efo/EFO_0006527	smoking status measurement	EFO
EFO_0006528	http://www.ebi.ac.uk/efo/EFO_0006528	23132/87	EFO
EFO_0006521	http://www.ebi.ac.uk/efo/EFO_0006521	calcium intake measurement	EFO
EFO_0006522	http://www.ebi.ac.uk/efo/EFO_0006522	asymmetrical dimethylarginine measurement	EFO
EFO_0006523	http://www.ebi.ac.uk/efo/EFO_0006523	symmetrical dimethylarginine measurement	EFO
EFO_0006524	http://www.ebi.ac.uk/efo/EFO_0006524	L-arginine measurement	EFO
Orphanet_295201	http://www.orpha.net/ORDO/Orphanet_295201	Congenital vertical talus, unilateral	EFO
EFO_0006520	http://www.ebi.ac.uk/efo/EFO_0006520	carbon monoxide exhalation measurement	EFO
Orphanet_295205	http://www.orpha.net/ORDO/Orphanet_295205	Humero-radio-ulnar synostosis, unilateral	EFO
Orphanet_295203	http://www.orpha.net/ORDO/Orphanet_295203	Congenital vertical talus, bilateral	EFO
Orphanet_295209	http://www.orpha.net/ORDO/Orphanet_295209	Humero-radial synostosis, unilateral	EFO
Orphanet_295207	http://www.orpha.net/ORDO/Orphanet_295207	Humero-radio-ulnar synostosis, bilateral	EFO
Orphanet_199351	http://www.orpha.net/ORDO/Orphanet_199351	Adult-onset dystonia-parkinsonism	EFO
MONDO_0002927	http://purl.obolibrary.org/obo/MONDO_0002927	spindle cell sarcoma	EFO
MONDO_0002928	http://purl.obolibrary.org/obo/MONDO_0002928	carcinosarcoma	EFO
NCBITaxon_2285	http://purl.obolibrary.org/obo/NCBITaxon_2285	Sulfolobus acidocaldarius	EFO
HP_0011736	http://purl.obolibrary.org/obo/HP_0011736	Primary hyperaldosteronism	EFO
Orphanet_199354	http://www.orpha.net/ORDO/Orphanet_199354	CARASIL	EFO
MONDO_0002924	http://purl.obolibrary.org/obo/MONDO_0002924	smooth muscle cancer	EFO
ZFA_0001047	http://purl.obolibrary.org/obo/ZFA_0001047	slow muscle cell somite 10	EFO
Orphanet_199348	http://www.orpha.net/ORDO/Orphanet_199348	Thiamine-responsive encephalopathy	EFO
NCBITaxon_2287	http://purl.obolibrary.org/obo/NCBITaxon_2287	Sulfolobus solfataricus	EFO
EFO_0006537	http://www.ebi.ac.uk/efo/EFO_0006537	BEN	EFO
EFO_0006538	http://www.ebi.ac.uk/efo/EFO_0006538	BFTC-909	EFO
EFO_0006539	http://www.ebi.ac.uk/efo/EFO_0006539	BHY	EFO
EFO_0006532	http://www.ebi.ac.uk/efo/EFO_0006532	A3/KAW	EFO
EFO_0006533	http://www.ebi.ac.uk/efo/EFO_0006533	A4/Fuk	EFO
EFO_0006534	http://www.ebi.ac.uk/efo/EFO_0006534	AMO-1	EFO
EFO_0006535	http://www.ebi.ac.uk/efo/EFO_0006535	ATRFLOX	EFO
EFO_0006530	http://www.ebi.ac.uk/efo/EFO_0006530	5T33MM	EFO
EFO_0006531	http://www.ebi.ac.uk/efo/EFO_0006531	888-mel	EFO
Orphanet_330029	http://www.orpha.net/ORDO/Orphanet_330029	Hypotrichosis-deafness syndrome	EFO
NCBITaxon_300275	http://purl.obolibrary.org/obo/NCBITaxon_300275	Lachancea	EFO
Orphanet_199340	http://www.orpha.net/ORDO/Orphanet_199340	Muscular dystrophy, Selcen type	EFO
Orphanet_261893	http://www.orpha.net/ORDO/Orphanet_261893	Partial deletion of the short arm of chromosome 5	EFO
Orphanet_199343	http://www.orpha.net/ORDO/Orphanet_199343	EAST syndrome	EFO
EFO_0006507	http://www.ebi.ac.uk/efo/EFO_0006507	nicotine glucuronidation measurement	EFO
EFO_0006508	http://www.ebi.ac.uk/efo/EFO_0006508	cotinine glucuronidation measurement	EFO
EFO_0006509	http://www.ebi.ac.uk/efo/EFO_0006509	Varicella Zoster infection	EFO
EFO_0006503	http://www.ebi.ac.uk/efo/EFO_0006503	dense area measurement	EFO
EFO_0006504	http://www.ebi.ac.uk/efo/EFO_0006504	non-dense area measurement	EFO
EFO_0006505	http://www.ebi.ac.uk/efo/EFO_0006505	chronic bronchitis	EFO
EFO_0006506	http://www.ebi.ac.uk/efo/EFO_0006506	hepatic lipid content measurement	EFO
EFO_0006500	http://www.ebi.ac.uk/efo/EFO_0006500	tubular adenocarcinoma	EFO
EFO_0006501	http://www.ebi.ac.uk/efo/EFO_0006501	carotid plaque build	EFO
EFO_0006502	http://www.ebi.ac.uk/efo/EFO_0006502	mammographic density percentage	EFO
CHEBI_38545	http://purl.obolibrary.org/obo/CHEBI_38545	rosuvastatin	EFO
NCBITaxon_2261	http://purl.obolibrary.org/obo/NCBITaxon_2261	Pyrococcus furiosus	EFO
MONDO_0002907	http://purl.obolibrary.org/obo/MONDO_0002907	intracranial thrombosis	EFO
MONDO_0002901	http://purl.obolibrary.org/obo/MONDO_0002901	blood group incompatibility	EFO
EFO_0006518	http://www.ebi.ac.uk/efo/EFO_0006518	response to losartan	EFO
EFO_0006519	http://www.ebi.ac.uk/efo/EFO_0006519	MMR-related febrile seizures	EFO
MONDO_0002921	http://purl.obolibrary.org/obo/MONDO_0002921	congenital structural myopathy	EFO
EFO_0006514	http://www.ebi.ac.uk/efo/EFO_0006514	Alzheimer's disease biomarker measurement	EFO
EFO_0006515	http://www.ebi.ac.uk/efo/EFO_0006515	angiotensin-converting enzyme measurement	EFO
EFO_0006516	http://www.ebi.ac.uk/efo/EFO_0006516	superior frontal gyrus grey matter volume measurement	EFO
EFO_0006517	http://www.ebi.ac.uk/efo/EFO_0006517	interferon alpha measurement	EFO
EFO_0006510	http://www.ebi.ac.uk/efo/EFO_0006510	Herpes Zoster	EFO
EFO_0006511	http://www.ebi.ac.uk/efo/EFO_0006511	Kashin-Beck disease	EFO
EFO_0006512	http://www.ebi.ac.uk/efo/EFO_0006512	angiographic measurement	EFO
EFO_0006513	http://www.ebi.ac.uk/efo/EFO_0006513	hereditary hemochromatosis type 1	EFO
CHEBI_38559	http://purl.obolibrary.org/obo/CHEBI_38559	cytochrome P450	EFO
MONDO_0002917	http://purl.obolibrary.org/obo/MONDO_0002917	disease of pilosebaceous unit	EFO
MONDO_0002912	http://purl.obolibrary.org/obo/MONDO_0002912	brainstem cancer	EFO
MONDO_0002913	http://purl.obolibrary.org/obo/MONDO_0002913	cerebellar neoplasm	EFO
NCBITaxon_2271	http://purl.obolibrary.org/obo/NCBITaxon_2271	Thermoproteus tenax	EFO
MONDO_0002914	http://purl.obolibrary.org/obo/MONDO_0002914	childhood brain stem neoplasm	EFO
MONDO_0002915	http://purl.obolibrary.org/obo/MONDO_0002915	childhood infratentorial neoplasm	EFO
EFO_0006448	http://www.ebi.ac.uk/efo/EFO_0006448	JL-1	EFO
EFO_0006449	http://www.ebi.ac.uk/efo/EFO_0006449	KARPAS-620	EFO
Orphanet_295241	http://www.orpha.net/ORDO/Orphanet_295241	Macrodactyly of fingers, bilateral	EFO
Orphanet_98622	http://www.orpha.net/ORDO/Orphanet_98622	Syndromic hyperopia	EFO
EFO_0006444	http://www.ebi.ac.uk/efo/EFO_0006444	HT55	EFO
Orphanet_98621	http://www.orpha.net/ORDO/Orphanet_98621	Rare hyperopia and astigmatism	EFO
EFO_0006445	http://www.ebi.ac.uk/efo/EFO_0006445	huH-1	EFO
EFO_0006446	http://www.ebi.ac.uk/efo/EFO_0006446	IM-95	EFO
EFO_0006447	http://www.ebi.ac.uk/efo/EFO_0006447	IPC-298	EFO
Orphanet_98623	http://www.orpha.net/ORDO/Orphanet_98623	Syndromic keratoconus	EFO
Orphanet_295245	http://www.orpha.net/ORDO/Orphanet_295245	Macrodactyly of toes, bilateral	EFO
EFO_0006440	http://www.ebi.ac.uk/efo/EFO_0006440	HOP92	EFO
EFO_0006441	http://www.ebi.ac.uk/efo/EFO_0006441	Hs 683	EFO
EFO_0006442	http://www.ebi.ac.uk/efo/EFO_0006442	HT115	EFO
Orphanet_295243	http://www.orpha.net/ORDO/Orphanet_295243	Macrodactyly of toes, unilateral	EFO
Orphanet_98620	http://www.orpha.net/ORDO/Orphanet_98620	Syndromic myopia	EFO
EFO_0006443	http://www.ebi.ac.uk/efo/EFO_0006443	HT144	EFO
EFO_0006450	http://www.ebi.ac.uk/efo/EFO_0006450	L-363	EFO
Orphanet_98626	http://www.orpha.net/ORDO/Orphanet_98626	Stromal corneal dystrophy	EFO
Orphanet_98625	http://www.orpha.net/ORDO/Orphanet_98625	Superficial corneal dystrophy	EFO
Orphanet_98628	http://www.orpha.net/ORDO/Orphanet_98628	Syndromic corneal dystrophy	EFO
Orphanet_98627	http://www.orpha.net/ORDO/Orphanet_98627	Posterior corneal dystrophy	EFO
NCBITaxon_216389	http://purl.obolibrary.org/obo/NCBITaxon_216389	Dehalococcoides sp. BAV1	EFO
EFO_0006459	http://www.ebi.ac.uk/efo/EFO_0006459	OV7	EFO
Orphanet_98611	http://www.orpha.net/ORDO/Orphanet_98611	Conjunctival vascular anomaly	EFO
EFO_0006455	http://www.ebi.ac.uk/efo/EFO_0006455	MN9D	EFO
Orphanet_98610	http://www.orpha.net/ORDO/Orphanet_98610	Rare conjunctival disease	EFO
EFO_0006456	http://www.ebi.ac.uk/efo/EFO_0006456	MS751	EFO
Orphanet_98613	http://www.orpha.net/ORDO/Orphanet_98613	Conjunctival telangiectasia	EFO
EFO_0006457	http://www.ebi.ac.uk/efo/EFO_0006457	MX-1	EFO
Orphanet_98612	http://www.orpha.net/ORDO/Orphanet_98612	Conjunctival hemangioma or hemolymphangioma	EFO
EFO_0006458	http://www.ebi.ac.uk/efo/EFO_0006458	OV56	EFO
EFO_0006451	http://www.ebi.ac.uk/efo/EFO_0006451	M059K	EFO
Orphanet_295234	http://www.orpha.net/ORDO/Orphanet_295234	Congenital patella dislocation, unilateral	EFO
EFO_0006452	http://www.ebi.ac.uk/efo/EFO_0006452	malignant epithelioid mesothelioma	EFO
Orphanet_295232	http://www.orpha.net/ORDO/Orphanet_295232	Congenital genu flexum	EFO
EFO_0006453	http://www.ebi.ac.uk/efo/EFO_0006453	MCAS	EFO
EFO_0006454	http://www.ebi.ac.uk/efo/EFO_0006454	MDA-MB-330	EFO
Orphanet_98619	http://www.orpha.net/ORDO/Orphanet_98619	Rare isolated myopia	EFO
Orphanet_295237	http://www.orpha.net/ORDO/Orphanet_295237	Congenital patella dislocation, bilateral	EFO
EFO_0006460	http://www.ebi.ac.uk/efo/EFO_0006460	ovarian adenocarcinoma	EFO
EFO_0006461	http://www.ebi.ac.uk/efo/EFO_0006461	ovarian granulosa tumour	EFO
Orphanet_98615	http://www.orpha.net/ORDO/Orphanet_98615	Pigmented conjunctival lesion	EFO
Orphanet_98614	http://www.orpha.net/ORDO/Orphanet_98614	Conjunctival lymphangiectasia	EFO
