Node	Node_Long	Definition	OntologyScope
OBI_0000750	http://purl.obolibrary.org/obo/OBI_0000750	study design independent variable	OBI
OBI_0000751	http://purl.obolibrary.org/obo/OBI_0000751	study design dependent variable	OBI
OBI_0000747	http://purl.obolibrary.org/obo/OBI_0000747	material sample	OBI
OBI_0000749	http://purl.obolibrary.org/obo/OBI_0000749	CART	OBI
OBI_0000748	http://purl.obolibrary.org/obo/OBI_0000748	bisulfite sequencing assay	OBI
OBI_0400009	http://purl.obolibrary.org/obo/OBI_0400009	arc lamp	OBI
OBI_0400005	http://purl.obolibrary.org/obo/OBI_0400005	A10-Analyzer	OBI
OBI_0400006	http://purl.obolibrary.org/obo/OBI_0400006	A40-MiniFCM	OBI
OBI_0400007	http://purl.obolibrary.org/obo/OBI_0400007	analog-to-digital converter	OBI
OBI_0400008	http://purl.obolibrary.org/obo/OBI_0400008	flow cytometer analyzer	OBI
PATO_0001792	http://purl.obolibrary.org/obo/PATO_0001792	left side of	OBI
PATO_0001793	http://purl.obolibrary.org/obo/PATO_0001793	right side of	OBI
UBERON_0001323	http://purl.obolibrary.org/obo/UBERON_0001323	tibial nerve	OBI
PATO_0001739	http://purl.obolibrary.org/obo/PATO_0001739	radiation quality	OBI
OBI_0001230	http://purl.obolibrary.org/obo/OBI_0001230	biological activity assay measuring epitope specific interleukin-5 production by T cells	OBI
OBI_0002562	http://purl.obolibrary.org/obo/OBI_0002562	country of residence inclusion criteria	OBI
NCBITaxon_4896	http://purl.obolibrary.org/obo/NCBITaxon_4896	Schizosaccharomyces pombe	OBI
OBI_0002563	http://purl.obolibrary.org/obo/OBI_0002563	ethnicity inclusion criterion	OBI
OBI_0002560	http://purl.obolibrary.org/obo/OBI_0002560	family status inclusion criterion	OBI
OBI_0001232	http://purl.obolibrary.org/obo/OBI_0001232	biological activity assay measuring epitope specific RANTES production by T cells	OBI
OBI_0002561	http://purl.obolibrary.org/obo/OBI_0002561	sex inclusion criterion	OBI
OBI_0001231	http://purl.obolibrary.org/obo/OBI_0001231	ELISA measuring epitope specific transforming growth factor-beta production by T cells	OBI
OBI_0001234	http://purl.obolibrary.org/obo/OBI_0001234	epigenetic modification identification objective	OBI
OBI_0002566	http://purl.obolibrary.org/obo/OBI_0002566	file merge	OBI
OBI_0001233	http://purl.obolibrary.org/obo/OBI_0001233	biological activity assay measuring epitope specific granulocyte macrophage colony stimulating factor production by T cells	OBI
OBI_0002567	http://purl.obolibrary.org/obo/OBI_0002567	sequence alignment	OBI
OBI_0001236	http://purl.obolibrary.org/obo/OBI_0001236	ELISA measuring epitope specific interleukin-22 production by T cells	OBI
OBI_0002564	http://purl.obolibrary.org/obo/OBI_0002564	histopathology assay	OBI
OBI_0002565	http://purl.obolibrary.org/obo/OBI_0002565	adapter-sequence trimming	OBI
OBI_0001235	http://purl.obolibrary.org/obo/OBI_0001235	transcription profiling by tiling array assay	OBI
OBI_0001238	http://purl.obolibrary.org/obo/OBI_0001238	ELISA measuring epitope specific interleukin-9 production by T cells	OBI
OBI_0001237	http://purl.obolibrary.org/obo/OBI_0001237	biological activity assay measuring epitope specific interleukin-21 production by T cells	OBI
OBI_0002568	http://purl.obolibrary.org/obo/OBI_0002568	sequence data feature count tabulation	OBI
OBI_0002569	http://purl.obolibrary.org/obo/OBI_0002569	trimmed sequence data	OBI
OBI_0001239	http://purl.obolibrary.org/obo/OBI_0001239	transcription profiling by high throughput sequencing design	OBI
GO_0003964	http://purl.obolibrary.org/obo/GO_0003964	RNA-directed DNA polymerase activity	OBI
OBI_0002570	http://purl.obolibrary.org/obo/OBI_0002570	nCounter Mouse miRNA Expression array	OBI
OBI_0002573	http://purl.obolibrary.org/obo/OBI_0002573	polyA depleted RNA extract	OBI
OBI_0001241	http://purl.obolibrary.org/obo/OBI_0001241	cell culture analyte detection bioassay measuring epitope specific interleukin-4 production by T cells	OBI
OBI_0001240	http://purl.obolibrary.org/obo/OBI_0001240	intracellular cytokine staining assay measuring epitope specific interleukin-6 production by T cells	OBI
OBI_0002574	http://purl.obolibrary.org/obo/OBI_0002574	RNA extraction with polyA depletion	OBI
OBI_0001243	http://purl.obolibrary.org/obo/OBI_0001243	cytometric bead array assay measuring epitope specific monocyte chemotactic protein-1 production by T cells	OBI
OBI_0002571	http://purl.obolibrary.org/obo/OBI_0002571	polyA-selected RNA sequencing assay	OBI
OBI_0002572	http://purl.obolibrary.org/obo/OBI_0002572	polyA-depleted RNA sequencing assay	OBI
OBI_0001242	http://purl.obolibrary.org/obo/OBI_0001242	detection of specific nucleic acids with complementary probes assay measuring epitope specific tumor necrosis factor production by T cells	OBI
OBI_0001245	http://purl.obolibrary.org/obo/OBI_0001245	detection of specific nucleic acids with complementary probes assay measuring epitope specific perforin release	OBI
OBI_0001244	http://purl.obolibrary.org/obo/OBI_0001244	ELISA measuring epitope specific interleukin-23 production by T cells	OBI
OBI_0002578	http://purl.obolibrary.org/obo/OBI_0002578	adapter sequence data	OBI
OBI_0001247	http://purl.obolibrary.org/obo/OBI_0001247	genotyping by high throughput sequencing assay	OBI
PATO_0001741	http://purl.obolibrary.org/obo/PATO_0001741	radioactive	OBI
OBI_0002575	http://purl.obolibrary.org/obo/OBI_0002575	isoform sequencing	OBI
OBI_0001246	http://purl.obolibrary.org/obo/OBI_0001246	ELISA measuring epitope specific tumor necrosis factor superfamily cytokine production by T cells	OBI
OBI_0001249	http://purl.obolibrary.org/obo/OBI_0001249	epitope specific T cell tolerance induction	OBI
OBI_0001248	http://purl.obolibrary.org/obo/OBI_0001248	ChIP-chip assay	OBI
OBI_0002579	http://purl.obolibrary.org/obo/OBI_0002579	adapter-trimmed sequence data	OBI
PATO_0001740	http://purl.obolibrary.org/obo/PATO_0001740	activity (of a radionuclide)	OBI
OBI_0002580	http://purl.obolibrary.org/obo/OBI_0002580	aligned sequence data	OBI
OBI_0002581	http://purl.obolibrary.org/obo/OBI_0002581	merged aligned sequence data	OBI
OBI_0002584	http://purl.obolibrary.org/obo/OBI_0002584	differential expression analysis data	OBI
OBI_0001252	http://purl.obolibrary.org/obo/OBI_0001252	array platform variation design	OBI
OBI_0001251	http://purl.obolibrary.org/obo/OBI_0001251	biological activity assay measuring epitope specific interleukin-13 production by T cells	OBI
OBI_0002585	http://purl.obolibrary.org/obo/OBI_0002585	sequence trimming	OBI
OBI_0002582	http://purl.obolibrary.org/obo/OBI_0002582	sequence library feature count data	OBI
OBI_0001254	http://purl.obolibrary.org/obo/OBI_0001254	epitope specific interleukin-3 production by T cells	OBI
OBI_0002583	http://purl.obolibrary.org/obo/OBI_0002583	DNA methylation profiling data	OBI
OBI_0001253	http://purl.obolibrary.org/obo/OBI_0001253	biological activity assay measuring interleukin-9 production by T cells	OBI
OBI_0002588	http://purl.obolibrary.org/obo/OBI_0002588	supervised machine learning	OBI
OBI_0001256	http://purl.obolibrary.org/obo/OBI_0001256	epitope specific lymphotoxin A production by T cells	OBI
OBI_0002589	http://purl.obolibrary.org/obo/OBI_0002589	unsupervised machine learning	OBI
OBI_0001255	http://purl.obolibrary.org/obo/OBI_0001255	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-5 production by T cells	OBI
OBI_0001258	http://purl.obolibrary.org/obo/OBI_0001258	ChIP-seq design	OBI
OBI_0002586	http://purl.obolibrary.org/obo/OBI_0002586	digital acquisition card	OBI
OBI_0001257	http://purl.obolibrary.org/obo/OBI_0001257	epitope specific interleukin-1 alpha production by T cells	OBI
OBI_0002587	http://purl.obolibrary.org/obo/OBI_0002587	machine learning	OBI
OBI_0001259	http://purl.obolibrary.org/obo/OBI_0001259	translational bias design	OBI
OBI_0002591	http://purl.obolibrary.org/obo/OBI_0002591	colocalization identification design	OBI
OBI_0002592	http://purl.obolibrary.org/obo/OBI_0002592	genetic interaction identification design	OBI
OBI_0001261	http://purl.obolibrary.org/obo/OBI_0001261	ELISA measuring epitope specific interleukin-1 alpha production by T cells	OBI
OBI_0001260	http://purl.obolibrary.org/obo/OBI_0001260	ELISA measuring epitope specific interleukin-3 production by T cells	OBI
OBI_0002590	http://purl.obolibrary.org/obo/OBI_0002590	molecular interaction identification design	OBI
OBI_0002595	http://purl.obolibrary.org/obo/OBI_0002595	enzymatic reaction identification design	OBI
OBI_0001263	http://purl.obolibrary.org/obo/OBI_0001263	biological activity assay measuring epitope specific helper T cell enhancement of a T cell mediated immune response	OBI
OBI_0001262	http://purl.obolibrary.org/obo/OBI_0001262	epitope specific interleukin-27 production by T cells	OBI
OBI_0002596	http://purl.obolibrary.org/obo/OBI_0002596	self interaction identification design	OBI
OBI_0001265	http://purl.obolibrary.org/obo/OBI_0001265	FWER adjusted p-value	OBI
OBI_0002593	http://purl.obolibrary.org/obo/OBI_0002593	functional association identification design	OBI
OBI_0001264	http://purl.obolibrary.org/obo/OBI_0001264	biological activity assay measuring epitope specific transforming growth factor-beta production by T cells	OBI
OBI_0002594	http://purl.obolibrary.org/obo/OBI_0002594	direct interaction identification design	OBI
OBI_0001267	http://purl.obolibrary.org/obo/OBI_0001267	epitope specific transforming growth factor-beta production by T cells	OBI
OBI_0002599	http://purl.obolibrary.org/obo/OBI_0002599	swab specimen	OBI
OBI_0001266	http://purl.obolibrary.org/obo/OBI_0001266	DNA methylation profiling by high throughput sequencing assay	OBI
OBI_0001269	http://purl.obolibrary.org/obo/OBI_0001269	biological activity assay measuring epitope specific cytotoxic T cell degranulation	OBI
OBI_0002597	http://purl.obolibrary.org/obo/OBI_0002597	chromosome conformation capture sequencing assay	OBI
OBI_0001268	http://purl.obolibrary.org/obo/OBI_0001268	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-12 production by T cells	OBI
OBI_0002598	http://purl.obolibrary.org/obo/OBI_0002598	inverse polymerase chain reaction	OBI
CHEBI_9754	http://purl.obolibrary.org/obo/CHEBI_9754	tris	OBI
NCBITaxon_4890	http://purl.obolibrary.org/obo/NCBITaxon_4890	Ascomycota	OBI
IAO_0000309	http://purl.obolibrary.org/obo/IAO_0000309	diagram	OBI
IAO_0000307	http://purl.obolibrary.org/obo/IAO_0000307	table of abbreviations	OBI
IAO_0000308	http://purl.obolibrary.org/obo/IAO_0000308	figure	OBI
IAO_0000305	http://purl.obolibrary.org/obo/IAO_0000305	document title	OBI
IAO_0000306	http://purl.obolibrary.org/obo/IAO_0000306	table	OBI
OBI_0002522	http://purl.obolibrary.org/obo/OBI_0002522	adrenal gland specimen	OBI
OBI_0002523	http://purl.obolibrary.org/obo/OBI_0002523	breast specimen	OBI
OBI_0002520	http://purl.obolibrary.org/obo/OBI_0002520	heart specimen	OBI
OBI_0002521	http://purl.obolibrary.org/obo/OBI_0002521	renal medulla specimen	OBI
OBI_0002526	http://purl.obolibrary.org/obo/OBI_0002526	skin of body specimen	OBI
OBI_0002527	http://purl.obolibrary.org/obo/OBI_0002527	pancreas specimen	OBI
NCBITaxon_11709	http://purl.obolibrary.org/obo/NCBITaxon_11709	Human immunodeficiency virus 2	OBI
OBI_0002524	http://purl.obolibrary.org/obo/OBI_0002524	urinary bladder specimen	OBI
OBI_0002525	http://purl.obolibrary.org/obo/OBI_0002525	tibial artery specimen	OBI
GO_0040029	http://purl.obolibrary.org/obo/GO_0040029	regulation of gene expression, epigenetic	OBI
OBI_0002519	http://purl.obolibrary.org/obo/OBI_0002519	skeletal muscle tissue specimen	OBI
OBI_0002517	http://purl.obolibrary.org/obo/OBI_0002517	hair specimen	OBI
OBI_0002518	http://purl.obolibrary.org/obo/OBI_0002518	prostate gland specimen	OBI
IAO_0000314	http://purl.obolibrary.org/obo/IAO_0000314	document part	OBI
IAO_0000315	http://purl.obolibrary.org/obo/IAO_0000315	abstract	OBI
IAO_0000312	http://purl.obolibrary.org/obo/IAO_0000312	publication about an investigation	OBI
IAO_0000313	http://purl.obolibrary.org/obo/IAO_0000313	patent	OBI
IAO_0000310	http://purl.obolibrary.org/obo/IAO_0000310	document	OBI
IAO_0000311	http://purl.obolibrary.org/obo/IAO_0000311	publication	OBI
IAO_0000318	http://purl.obolibrary.org/obo/IAO_0000318	results section	OBI
OBI_0002530	http://purl.obolibrary.org/obo/OBI_0002530	adipose tissue specimen	OBI
IAO_0000319	http://purl.obolibrary.org/obo/IAO_0000319	discussion section of a publication about an investigation	OBI
IAO_0000316	http://purl.obolibrary.org/obo/IAO_0000316	introduction to a publication about an investigation	OBI
IAO_0000317	http://purl.obolibrary.org/obo/IAO_0000317	methods section	OBI
OBI_0001201	http://purl.obolibrary.org/obo/OBI_0001201	epitope specific tolerance induction by T cells	OBI
OBI_0002533	http://purl.obolibrary.org/obo/OBI_0002533	colon specimen	OBI
OBI_0001200	http://purl.obolibrary.org/obo/OBI_0001200	genotyping by high throughput sequencing design	OBI
OBI_0002534	http://purl.obolibrary.org/obo/OBI_0002534	lung specimen	OBI
OBI_0001203	http://purl.obolibrary.org/obo/OBI_0001203	detection of specific nucleic acids with complementary probes assay measuring epitope specific transforming growth factor-beta production by T cells	OBI
OBI_0002531	http://purl.obolibrary.org/obo/OBI_0002531	cortex of kidney specimen	OBI
OBI_0002532	http://purl.obolibrary.org/obo/OBI_0002532	esophagus mucosa specimen	OBI
OBI_0001202	http://purl.obolibrary.org/obo/OBI_0001202	innate behavior design	OBI
OBI_0002537	http://purl.obolibrary.org/obo/OBI_0002537	thyroid gland specimen	OBI
OBI_0001205	http://purl.obolibrary.org/obo/OBI_0001205	cell component comparison design	OBI
OBI_0001204	http://purl.obolibrary.org/obo/OBI_0001204	SNP microarray	OBI
OBI_0002538	http://purl.obolibrary.org/obo/OBI_0002538	cerebellum specimen	OBI
OBI_0002535	http://purl.obolibrary.org/obo/OBI_0002535	esophagus muscularis mucosa specimen	OBI
OBI_0001207	http://purl.obolibrary.org/obo/OBI_0001207	epitope specific macrophage inflammatory protein-1 alpha production by T cells	OBI
GO_0040030	http://purl.obolibrary.org/obo/GO_0040030	regulation of molecular function, epigenetic	OBI
OBI_0001206	http://purl.obolibrary.org/obo/OBI_0001206	ELISPOT assay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	OBI
OBI_0002536	http://purl.obolibrary.org/obo/OBI_0002536	cerebral cortex specimen	OBI
OBI_0002528	http://purl.obolibrary.org/obo/OBI_0002528	stomach specimen	OBI
OBI_0002529	http://purl.obolibrary.org/obo/OBI_0002529	pituitary gland specimen	OBI
IAO_0000325	http://purl.obolibrary.org/obo/IAO_0000325	footnote	OBI
IAO_0000326	http://purl.obolibrary.org/obo/IAO_0000326	supplementary material to a document	OBI
IDO_0000586	http://purl.obolibrary.org/obo/IDO_0000586	infection	OBI
IAO_0000323	http://purl.obolibrary.org/obo/IAO_0000323	author contributions section	OBI
IAO_0000324	http://purl.obolibrary.org/obo/IAO_0000324	acknowledgements section	OBI
IAO_0000321	http://purl.obolibrary.org/obo/IAO_0000321	author list	OBI
IAO_0000322	http://purl.obolibrary.org/obo/IAO_0000322	institution list	OBI
IAO_0000320	http://purl.obolibrary.org/obo/IAO_0000320	references section	OBI
IAO_0000329	http://purl.obolibrary.org/obo/IAO_0000329	running title	OBI
OBI_0002540	http://purl.obolibrary.org/obo/OBI_0002540	coronary artery specimen	OBI
OBI_0002541	http://purl.obolibrary.org/obo/OBI_0002541	spleen specimen	OBI
IAO_0000327	http://purl.obolibrary.org/obo/IAO_0000327	table of contents	OBI
OBI_0001210	http://purl.obolibrary.org/obo/OBI_0001210	cytometric bead array assay measuring epitope specific transforming growth factor-beta production by T cells	OBI
IAO_0000328	http://purl.obolibrary.org/obo/IAO_0000328	table of figures	OBI
OBI_0001212	http://purl.obolibrary.org/obo/OBI_0001212	epitope specific type IV hypersensitivity by T cells	OBI
OBI_0002544	http://purl.obolibrary.org/obo/OBI_0002544	esophagogastric junction specimen	OBI
PATO_0001710	http://purl.obolibrary.org/obo/PATO_0001710	3-D extent	OBI
OBI_0002545	http://purl.obolibrary.org/obo/OBI_0002545	ileum specimen	OBI
OBI_0001211	http://purl.obolibrary.org/obo/OBI_0001211	ex vivo design	OBI
OBI_0001214	http://purl.obolibrary.org/obo/OBI_0001214	normalization testing design	OBI
OBI_0002542	http://purl.obolibrary.org/obo/OBI_0002542	aorta specimen	OBI
OBI_0002543	http://purl.obolibrary.org/obo/OBI_0002543	atrial appendage specimen	OBI
OBI_0002548	http://purl.obolibrary.org/obo/OBI_0002548	omentum specimen	OBI
OBI_0001216	http://purl.obolibrary.org/obo/OBI_0001216	cell culture analyte detection bioassay measuring epitope specific interleukin-2 production by T cells	OBI
OBI_0001215	http://purl.obolibrary.org/obo/OBI_0001215	intracellular material detection assay measuring epitope specific perforin release	OBI
OBI_0002549	http://purl.obolibrary.org/obo/OBI_0002549	ovary specimen	OBI
OBI_0002546	http://purl.obolibrary.org/obo/OBI_0002546	liver specimen	OBI
OBI_0001218	http://purl.obolibrary.org/obo/OBI_0001218	biological activity assay measuring epitope specific interleukin-8 production by T cells	OBI
OBI_0002547	http://purl.obolibrary.org/obo/OBI_0002547	minor salivary gland specimen	OBI
OBI_0001217	http://purl.obolibrary.org/obo/OBI_0001217	biological activity assay measuring epitope specific interleukin-22 production by T cells	OBI
OBI_0001209	http://purl.obolibrary.org/obo/OBI_0001209	biological activity assay measuring epitope specific interleukin-10 production by T cells	OBI
OBI_0001208	http://purl.obolibrary.org/obo/OBI_0001208	epitope specific T cell activation	OBI
OBI_0002539	http://purl.obolibrary.org/obo/OBI_0002539	tibial nerve specimen	OBI
IAO_0000330	http://purl.obolibrary.org/obo/IAO_0000330	copyright section	OBI
NCBITaxon_7955	http://purl.obolibrary.org/obo/NCBITaxon_7955	Danio rerio	OBI
OBI_0002551	http://purl.obolibrary.org/obo/OBI_0002551	suprapubic skin specimen	OBI
OBI_0002552	http://purl.obolibrary.org/obo/OBI_0002552	testis specimen	OBI
OBI_0001221	http://purl.obolibrary.org/obo/OBI_0001221	ChIP-chip by SNP array assay	OBI
OBI_0001220	http://purl.obolibrary.org/obo/OBI_0001220	cell culture analyte detection bioassay measuring epitope specific interleukin-10 production by T cells	OBI
OBI_0002550	http://purl.obolibrary.org/obo/OBI_0002550	sigmoid colon specimen	OBI
OBI_0001223	http://purl.obolibrary.org/obo/OBI_0001223	cytometric bead array assay measuring epitope specific interleukin-1 beta production by T cells	OBI
OBI_0002555	http://purl.obolibrary.org/obo/OBI_0002555	age group inclusion criterion	OBI
OBI_0001222	http://purl.obolibrary.org/obo/OBI_0001222	ELISA measuring epitope specific RANTES production by T cells	OBI
OBI_0002556	http://purl.obolibrary.org/obo/OBI_0002556	minimum age value specification	OBI
OBI_0002553	http://purl.obolibrary.org/obo/OBI_0002553	uterus specimen	OBI
OBI_0001225	http://purl.obolibrary.org/obo/OBI_0001225	genetic population background information	OBI
OBI_0002554	http://purl.obolibrary.org/obo/OBI_0002554	vagina specimen	OBI
OBI_0002559	http://purl.obolibrary.org/obo/OBI_0002559	hospital patient inclusion criterion	OBI
OBI_0001227	http://purl.obolibrary.org/obo/OBI_0001227	ELISPOT assay measuring epitope specific interleukin-6 production by T cells	OBI
OBI_0001226	http://purl.obolibrary.org/obo/OBI_0001226	environmental history design	OBI
OBI_0002557	http://purl.obolibrary.org/obo/OBI_0002557	maximum age value specification	OBI
OBI_0001229	http://purl.obolibrary.org/obo/OBI_0001229	plasmon resonance assay measuring the dissociation constant [KD] of a T cell epitope:MHC:TCR complex	OBI
OBI_0001228	http://purl.obolibrary.org/obo/OBI_0001228	biological activity assay measuring epitope specific helper T cell enhancement of a B cell mediated immune response	OBI
OBI_0002558	http://purl.obolibrary.org/obo/OBI_0002558	use of medication inclusion criterion	OBI
OBI_0001219	http://purl.obolibrary.org/obo/OBI_0001219	epitope specific chemokine (C-C motif) ligand 1 production by T cells	OBI
OBI_0001193	http://purl.obolibrary.org/obo/OBI_0001193	epitope specific cytokine production by T cells	OBI
OBI_0001192	http://purl.obolibrary.org/obo/OBI_0001192	epitope specific immune intervention	OBI
OBI_0001195	http://purl.obolibrary.org/obo/OBI_0001195	operator variation design	OBI
OBI_0001194	http://purl.obolibrary.org/obo/OBI_0001194	ELISPOT assay measuring epitope specific transforming growth factor-beta production by T cells	OBI
OBI_0001197	http://purl.obolibrary.org/obo/OBI_0001197	comparative genome hybridization by array design	OBI
OBI_0001196	http://purl.obolibrary.org/obo/OBI_0001196	cytometric bead array assay measuring epitope specific IP-10 production by T cells	OBI
OBI_0001199	http://purl.obolibrary.org/obo/OBI_0001199	in vivo design	OBI
OBI_0001198	http://purl.obolibrary.org/obo/OBI_0001198	biological activity assay measuring epitope specific interleukin-27 production by T cells	OBI
OBI_0001191	http://purl.obolibrary.org/obo/OBI_0001191	half maximal inhibitory concentration (IC50)	OBI
OBI_0001190	http://purl.obolibrary.org/obo/OBI_0001190	epitope treatment experiment	OBI
GO_0006955	http://purl.obolibrary.org/obo/GO_0006955	immune response	OBI
NCBITaxon_6668	http://purl.obolibrary.org/obo/NCBITaxon_6668	Daphnia	OBI
NCBITaxon_10407	http://purl.obolibrary.org/obo/NCBITaxon_10407	Hepatitis B virus	OBI
OBI_0002481	http://purl.obolibrary.org/obo/OBI_0002481	single-end library	OBI
OBI_0002482	http://purl.obolibrary.org/obo/OBI_0002482	specimen harvest quantity	OBI
OBI_0001151	http://purl.obolibrary.org/obo/OBI_0001151	genetically modified material	OBI
OBI_0001150	http://purl.obolibrary.org/obo/OBI_0001150	chromosomal substitution	OBI
OBI_0002480	http://purl.obolibrary.org/obo/OBI_0002480	sequencing library input quantity measurement datum	OBI
OBI_0001153	http://purl.obolibrary.org/obo/OBI_0001153	genetic transformation objective	OBI
OBI_0002485	http://purl.obolibrary.org/obo/OBI_0002485	transcript analysis by single-end sequencing assay	OBI
OBI_0002486	http://purl.obolibrary.org/obo/OBI_0002486	verse algorithm	OBI
OBI_0001152	http://purl.obolibrary.org/obo/OBI_0001152	transfection	OBI
OBI_0001155	http://purl.obolibrary.org/obo/OBI_0001155	3D structural organization datum	OBI
OBI_0002483	http://purl.obolibrary.org/obo/OBI_0002483	spike-in dilution factor	OBI
