Node	Node_Long	Definition	OntologyScope
NCBITaxon_2024747	http://purl.obolibrary.org/obo/NCBITaxon_2024747	Dactyloidae	CL
PR_000020497	http://purl.obolibrary.org/obo/PR_000020497	lactotransferrin proteolytic cleavage product	CL
PR_000020496	http://purl.obolibrary.org/obo/PR_000020496	lactotransferrin, signal peptide removed form	CL
UBERON_0010295	http://purl.obolibrary.org/obo/UBERON_0010295	substantia propria of sclera	CL
UBERON_0010299	http://purl.obolibrary.org/obo/UBERON_0010299	scleral mesenchyme	CL
UBERON_0035529	http://purl.obolibrary.org/obo/UBERON_0035529	left common iliac artery	CL
UBERON_0005702	http://purl.obolibrary.org/obo/UBERON_0005702	optic eminence mesenchyme	CL
UBERON_0009291	http://purl.obolibrary.org/obo/UBERON_0009291	cartilaginous vertebral centrum	CL
UBERON_0009292	http://purl.obolibrary.org/obo/UBERON_0009292	embryonic nasal process	CL
UBERON_0010285	http://purl.obolibrary.org/obo/UBERON_0010285	midbrain basal plate	CL
UBERON_0010286	http://purl.obolibrary.org/obo/UBERON_0010286	midbrain neural tube	CL
UBERON_0010284	http://purl.obolibrary.org/obo/UBERON_0010284	lacrimal punctum	CL
UBERON_0035546	http://purl.obolibrary.org/obo/UBERON_0035546	uveal vein	CL
UBERON_0035545	http://purl.obolibrary.org/obo/UBERON_0035545	deep lymphatic vessel	CL
UBERON_0035539	http://purl.obolibrary.org/obo/UBERON_0035539	esophageal artery	CL
PR_Q9VM16	http://purl.obolibrary.org/obo/PR_Q9VM16	CG15818 protein (fruit fly)	CL
UBERON_0035551	http://purl.obolibrary.org/obo/UBERON_0035551	deep vasculature	CL
UBERON_0035550	http://purl.obolibrary.org/obo/UBERON_0035550	superficial vein	CL
UBERON_0035553	http://purl.obolibrary.org/obo/UBERON_0035553	left cardiac chamber	CL
UBERON_0010272	http://purl.obolibrary.org/obo/UBERON_0010272	hyoid apparatus	CL
UBERON_0010273	http://purl.obolibrary.org/obo/UBERON_0010273	zone of hyoid bone	CL
UBERON_0035552	http://purl.obolibrary.org/obo/UBERON_0035552	deep vein	CL
UBERON_0035555	http://purl.obolibrary.org/obo/UBERON_0035555	lateral line sense organ	CL
UBERON_0035554	http://purl.obolibrary.org/obo/UBERON_0035554	right cardiac chamber	CL
UBERON_0010276	http://purl.obolibrary.org/obo/UBERON_0010276	space in vertebral column	CL
UBERON_0035548	http://purl.obolibrary.org/obo/UBERON_0035548	colic artery	CL
UBERON_0035549	http://purl.obolibrary.org/obo/UBERON_0035549	vasculature of integument	CL
gene_symbol_report?hgnc_id=1633	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1633	CD19 (human)	CL
gene_symbol_report?hgnc_id=1631	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1631	CD163 (human)	CL
GO_0099531	http://purl.obolibrary.org/obo/GO_0099531	presynaptic process involved in chemical synaptic transmission	CL
gene_symbol_report?hgnc_id=1637	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1637	CD1D (human)	CL
GO_0099530	http://purl.obolibrary.org/obo/GO_0099530	G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential	CL
gene_symbol_report?hgnc_id=1636	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1636	CD1C (human)	CL
gene_symbol_report?hgnc_id=1634	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1634	CD1A (human)	CL
GO_1902018	http://purl.obolibrary.org/obo/GO_1902018	negative regulation of cilium assembly	CL
GO_1902019	http://purl.obolibrary.org/obo/GO_1902019	regulation of cilium-dependent cell motility	CL
GO_1902017	http://purl.obolibrary.org/obo/GO_1902017	regulation of cilium assembly	CL
GO_1904677	http://purl.obolibrary.org/obo/GO_1904677	positive regulation of somatic stem cell division	CL
PR_P35456	http://purl.obolibrary.org/obo/PR_P35456	urokinase plasminogen activator surface receptor (mouse)	CL
GO_1904676	http://purl.obolibrary.org/obo/GO_1904676	negative regulation of somatic stem cell division	CL
MGI:99440	http://www.informatics.jax.org/marker/MGI:99440	Cd33 (mouse)	CL
GO_1904675	http://purl.obolibrary.org/obo/GO_1904675	regulation of somatic stem cell division	CL
GO_1903353	http://purl.obolibrary.org/obo/GO_1903353	regulation of nucleus organization	CL
PR_P10153	http://purl.obolibrary.org/obo/PR_P10153	non-secretory ribonuclease (human)	CL
GO_1902020	http://purl.obolibrary.org/obo/GO_1902020	negative regulation of cilium-dependent cell motility	CL
GO_0002629	http://purl.obolibrary.org/obo/GO_0002629	negative regulation of proteolysis associated with antigen processing and presentation	CL
gene_symbol_report?hgnc_id=1639	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1639	CD2 (human)	CL
GO_0051590	http://purl.obolibrary.org/obo/GO_0051590	positive regulation of neurotransmitter transport	CL
GO_0099537	http://purl.obolibrary.org/obo/GO_0099537	trans-synaptic signaling	CL
GO_0099536	http://purl.obolibrary.org/obo/GO_0099536	synaptic signaling	CL
GO_0002628	http://purl.obolibrary.org/obo/GO_0002628	regulation of proteolysis associated with antigen processing and presentation	CL
PR_P08575-2	http://purl.obolibrary.org/obo/PR_P08575-2	receptor-type tyrosine-protein phosphatase C isoform 2 (human)	CL
GO_0002632	http://purl.obolibrary.org/obo/GO_0002632	negative regulation of granuloma formation	CL
gene_symbol_report?hgnc_id=1643	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1643	CD22 (human)	CL
PR_P08575-1	http://purl.obolibrary.org/obo/PR_P08575-1	receptor-type tyrosine-protein phosphatase C isoform 1 (human)	CL
GO_0002633	http://purl.obolibrary.org/obo/GO_0002633	positive regulation of granuloma formation	CL
GO_0002634	http://purl.obolibrary.org/obo/GO_0002634	regulation of germinal center formation	CL
gene_symbol_report?hgnc_id=1641	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1641	CD209 (human)	CL
GO_0002635	http://purl.obolibrary.org/obo/GO_0002635	negative regulation of germinal center formation	CL
GO_0002630	http://purl.obolibrary.org/obo/GO_0002630	positive regulation of proteolysis associated with antigen processing and presentation	CL
gene_symbol_report?hgnc_id=1645	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1645	CD24 (human)	CL
GO_0002631	http://purl.obolibrary.org/obo/GO_0002631	regulation of granuloma formation	CL
GO_1903364	http://purl.obolibrary.org/obo/GO_1903364	positive regulation of cellular protein catabolic process	CL
PR_P10144	http://purl.obolibrary.org/obo/PR_P10144	granzyme B (human)	CL
GO_1903363	http://purl.obolibrary.org/obo/GO_1903363	negative regulation of cellular protein catabolic process	CL
GO_1903362	http://purl.obolibrary.org/obo/GO_1903362	regulation of cellular protein catabolic process	CL
PR_P35461	http://purl.obolibrary.org/obo/PR_P35461	lymphocyte antigen 6G (mouse)	CL
GO_0002636	http://purl.obolibrary.org/obo/GO_0002636	positive regulation of germinal center formation	CL
GO_0002637	http://purl.obolibrary.org/obo/GO_0002637	regulation of immunoglobulin production	CL
GO_0002638	http://purl.obolibrary.org/obo/GO_0002638	negative regulation of immunoglobulin production	CL
GO_0002639	http://purl.obolibrary.org/obo/GO_0002639	positive regulation of immunoglobulin production	CL
GO_0099512	http://purl.obolibrary.org/obo/GO_0099512	supramolecular fiber	CL
PR_Q9UIB8	http://purl.obolibrary.org/obo/PR_Q9UIB8	SLAM family member 5 (human)	CL
PR_Q62469	http://purl.obolibrary.org/obo/PR_Q62469	integrin alpha-2 (mouse)	CL
GO_0099513	http://purl.obolibrary.org/obo/GO_0099513	polymeric cytoskeletal fiber	CL
NCBITaxon_110814	http://purl.obolibrary.org/obo/NCBITaxon_110814	Xenoturbellida	CL
NCBITaxon_110815	http://purl.obolibrary.org/obo/NCBITaxon_110815	Xenoturbella	CL
UBERON_0015083	http://purl.obolibrary.org/obo/UBERON_0015083	proximal tarsal bone pre-cartilage condensation	CL
UBERON_0015082	http://purl.obolibrary.org/obo/UBERON_0015082	proximal tarsal cartilage	CL
PR_P97710	http://purl.obolibrary.org/obo/PR_P97710	tyrosine-protein phosphatase non-receptor type substrate 1 (rat)	CL
GO_0045700	http://purl.obolibrary.org/obo/GO_0045700	regulation of spermatid nuclear differentiation	CL
GO_1903379	http://purl.obolibrary.org/obo/GO_1903379	regulation of mitotic chromosome condensation	CL
GO_0032481	http://purl.obolibrary.org/obo/GO_0032481	positive regulation of type I interferon production	CL
GO_0032480	http://purl.obolibrary.org/obo/GO_0032480	negative regulation of type I interferon production	CL
GO_0045701	http://purl.obolibrary.org/obo/GO_0045701	negative regulation of spermatid nuclear differentiation	CL
GO_1903380	http://purl.obolibrary.org/obo/GO_1903380	positive regulation of mitotic chromosome condensation	CL
GO_0045702	http://purl.obolibrary.org/obo/GO_0045702	positive regulation of spermatid nuclear differentiation	CL
UBERON_0015081	http://purl.obolibrary.org/obo/UBERON_0015081	proximal tarsal endochondral element	CL
gene_symbol_report?hgnc_id=1628	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1628	CD14 (human)	CL
UBERON_0015080	http://purl.obolibrary.org/obo/UBERON_0015080	proximal carpal bone pre-cartilage condensation	CL
NCBITaxon_superkingdom	http://purl.obolibrary.org/obo/NCBITaxon_superkingdom	superkingdom	CL
GO_0099575	http://purl.obolibrary.org/obo/GO_0099575	regulation of protein catabolic process at presynapse, modulating synaptic transmission	CL
gene_symbol_report?hgnc_id=1674	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1674	CD3E (human)	CL
GO_0099576	http://purl.obolibrary.org/obo/GO_0099576	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	CL
GO_0099571	http://purl.obolibrary.org/obo/GO_0099571	postsynaptic cytoskeleton	CL
GO_0032479	http://purl.obolibrary.org/obo/GO_0032479	regulation of type I interferon production	CL
gene_symbol_report?hgnc_id=1678	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1678	CD4 (human)	CL
PR_000049245	http://purl.obolibrary.org/obo/PR_000049245	sialic acid-binding Ig-like lectin 5, signal peptide removed form (human)	CL
UBERON_0010221	http://purl.obolibrary.org/obo/UBERON_0010221	laryngeal associated mesenchyme	CL
PR_000049250	http://purl.obolibrary.org/obo/PR_000049250	tyrosine-protein phosphatase non-receptor type substrate 1, signal peptide removed form (human)	CL
gene_symbol_report?hgnc_id=1685	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1685	CD5 (human)	CL
UBERON_0010212	http://purl.obolibrary.org/obo/UBERON_0010212	laryngeal apparatus	CL
UBERON_0010213	http://purl.obolibrary.org/obo/UBERON_0010213	laryngeal pre-cartilage condensation	CL
gene_symbol_report?hgnc_id=1683	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1683	CD48 (human)	CL
gene_symbol_report?hgnc_id=1681	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1681	CD44 (human)	CL
GO_0045729	http://purl.obolibrary.org/obo/GO_0045729	respiratory burst at fertilization	CL
UBERON_0010204	http://purl.obolibrary.org/obo/UBERON_0010204	tail vasculature	CL
GO_0045724	http://purl.obolibrary.org/obo/GO_0045724	positive regulation of cilium assembly	CL
NCBITaxon_607660	http://purl.obolibrary.org/obo/NCBITaxon_607660	Ponginae	CL
gene_symbol_report?hgnc_id=1653	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1653	CD28 (human)	CL
gene_symbol_report?hgnc_id=2983	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=2983	DNTT (human)	CL
gene_symbol_report?hgnc_id=1659	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1659	CD33 (human)	CL
GO_0099550	http://purl.obolibrary.org/obo/GO_0099550	trans-synaptic signaling, modulating synaptic transmission	CL
GO_0045732	http://purl.obolibrary.org/obo/GO_0045732	positive regulation of protein catabolic process	CL
GO_0045730	http://purl.obolibrary.org/obo/GO_0045730	respiratory burst	CL
PR_Q61176	http://purl.obolibrary.org/obo/PR_Q61176	arginase-1 (mouse)	CL
PR_000007431	http://purl.obolibrary.org/obo/PR_000007431	high affinity immunoglobulin epsilon receptor subunit alpha	CL
UBERON_0010202	http://purl.obolibrary.org/obo/UBERON_0010202	lateral line	CL
UBERON_0009210	http://purl.obolibrary.org/obo/UBERON_0009210	pharyngeal membrane	CL
UBERON_0009213	http://purl.obolibrary.org/obo/UBERON_0009213	pharyngeal membrane of 1st arch	CL
GO_0099565	http://purl.obolibrary.org/obo/GO_0099565	chemical synaptic transmission, postsynaptic	CL
gene_symbol_report?hgnc_id=1663	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1663	CD36 (human)	CL
gene_symbol_report?hgnc_id=1667	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1667	CD38 (human)	CL
GO_0045744	http://purl.obolibrary.org/obo/GO_0045744	negative regulation of G protein-coupled receptor signaling pathway	CL
main.html?id=620620	http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=620620	Cd48 (rat)	CL
gene_symbol_report?hgnc_id=1662	http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=1662	CD34 (human)	CL
UBERON_0009205	http://purl.obolibrary.org/obo/UBERON_0009205	lateral nasal process mesenchyme	CL
MGI:99480	http://www.informatics.jax.org/marker/MGI:99480	Cebpa (mouse)	CL
UBERON_0009206	http://purl.obolibrary.org/obo/UBERON_0009206	lateral nasal process surface ectoderm	CL
GO_0045745	http://purl.obolibrary.org/obo/GO_0045745	positive regulation of G protein-coupled receptor signaling pathway	CL
GO_1902093	http://purl.obolibrary.org/obo/GO_1902093	positive regulation of flagellated sperm motility	CL
UBERON_0009200	http://purl.obolibrary.org/obo/UBERON_0009200	limb epidermis	CL
UBERON_0009201	http://purl.obolibrary.org/obo/UBERON_0009201	nephric duct	CL
UBERON_0009202	http://purl.obolibrary.org/obo/UBERON_0009202	vasa recta descending limb	CL
GO_0099568	http://purl.obolibrary.org/obo/GO_0099568	cytoplasmic region	CL
UBERON_0009204	http://purl.obolibrary.org/obo/UBERON_0009204	medial nasal process mesenchyme	CL
GO_0099569	http://purl.obolibrary.org/obo/GO_0099569	presynaptic cytoskeleton	CL
NCBITaxon_9709	http://purl.obolibrary.org/obo/NCBITaxon_9709	Phocidae	CL
GO_0002588	http://purl.obolibrary.org/obo/GO_0002588	positive regulation of antigen processing and presentation of peptide antigen via MHC class II	CL
UBERON_0015152	http://purl.obolibrary.org/obo/UBERON_0015152	gland of ocular region	CL
GO_0002589	http://purl.obolibrary.org/obo/GO_0002589	regulation of antigen processing and presentation of peptide antigen via MHC class I	CL
UBERON_0015155	http://purl.obolibrary.org/obo/UBERON_0015155	conjunctival space	CL
UBERON_0015154	http://purl.obolibrary.org/obo/UBERON_0015154	lateral gland of orbital region	CL
GO_0002584	http://purl.obolibrary.org/obo/GO_0002584	negative regulation of antigen processing and presentation of peptide antigen	CL
GO_0002585	http://purl.obolibrary.org/obo/GO_0002585	positive regulation of antigen processing and presentation of peptide antigen	CL
main.html?id=61956	http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=61956	Nt5e (rat)	CL
GO_0002586	http://purl.obolibrary.org/obo/GO_0002586	regulation of antigen processing and presentation of peptide antigen via MHC class II	CL
NCBITaxon_94929	http://purl.obolibrary.org/obo/NCBITaxon_94929	Ophidiiformes	CL
GO_0002587	http://purl.obolibrary.org/obo/GO_0002587	negative regulation of antigen processing and presentation of peptide antigen via MHC class II	CL
UBERON_0015150	http://purl.obolibrary.org/obo/UBERON_0015150	dorsal hair	CL
UBERON_0016481	http://purl.obolibrary.org/obo/UBERON_0016481	bronchial lymph node	CL
GO_0002580	http://purl.obolibrary.org/obo/GO_0002580	regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	CL
CL_0000127	http://purl.obolibrary.org/obo/CL_0000127	astrocyte	CL
GO_0002581	http://purl.obolibrary.org/obo/GO_0002581	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	CL
CL_0000128	http://purl.obolibrary.org/obo/CL_0000128	oligodendrocyte	CL
CL_0000129	http://purl.obolibrary.org/obo/CL_0000129	microglial cell	CL
GO_0002582	http://purl.obolibrary.org/obo/GO_0002582	positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	CL
GO_0002583	http://purl.obolibrary.org/obo/GO_0002583	regulation of antigen processing and presentation of peptide antigen	CL
CL_0000120	http://purl.obolibrary.org/obo/CL_0000120	granule cell	CL
CL_0000121	http://purl.obolibrary.org/obo/CL_0000121	Purkinje cell	CL
CL_0000122	http://purl.obolibrary.org/obo/CL_0000122	stellate neuron	CL
CL_0000123	http://purl.obolibrary.org/obo/CL_0000123	neuron associated cell (sensu Vertebrata)	CL
CL_0000124	http://purl.obolibrary.org/obo/CL_0000124	glial cell (sensu Nematoda and Protostomia)	CL
CL_0000125	http://purl.obolibrary.org/obo/CL_0000125	glial cell	CL
CL_0000126	http://purl.obolibrary.org/obo/CL_0000126	macroglial cell	CL
GO_0015893	http://purl.obolibrary.org/obo/GO_0015893	drug transport	CL
UBERON_0015144	http://purl.obolibrary.org/obo/UBERON_0015144	autopod hair	CL
CL_0000138	http://purl.obolibrary.org/obo/CL_0000138	chondrocyte	CL
GO_0002591	http://purl.obolibrary.org/obo/GO_0002591	positive regulation of antigen processing and presentation of peptide antigen via MHC class I	CL
PR_000001281	http://purl.obolibrary.org/obo/PR_000001281	ADP-ribosyl cyclase	CL
UBERON_0015146	http://purl.obolibrary.org/obo/UBERON_0015146	manus hair	CL
UBERON_0015145	http://purl.obolibrary.org/obo/UBERON_0015145	pes hair	CL
UBERON_0015148	http://purl.obolibrary.org/obo/UBERON_0015148	tail hair	CL
UBERON_0016479	http://purl.obolibrary.org/obo/UBERON_0016479	capsule of liver	CL
UBERON_0015147	http://purl.obolibrary.org/obo/UBERON_0015147	pinna hair	CL
UBERON_0016478	http://purl.obolibrary.org/obo/UBERON_0016478	liver stroma	CL
GO_0002590	http://purl.obolibrary.org/obo/GO_0002590	negative regulation of antigen processing and presentation of peptide antigen via MHC class I	CL
CL_0000130	http://purl.obolibrary.org/obo/CL_0000130	neuron associated cell (sensu Nematoda and Protostomia)	CL
419106	http://www.ncbi.nlm.nih.gov/gene/419106	GATA3 (chicken)	CL
CL_0000131	http://purl.obolibrary.org/obo/CL_0000131	gut endothelial cell	CL
UBERON_0004493	http://purl.obolibrary.org/obo/UBERON_0004493	cardiac muscle tissue of myocardium	CL
CL_0000132	http://purl.obolibrary.org/obo/CL_0000132	corneal endothelial cell	CL
CL_0000133	http://purl.obolibrary.org/obo/CL_0000133	neurectodermal cell	CL
CL_0000134	http://purl.obolibrary.org/obo/CL_0000134	mesenchymal stem cell	CL
UBERON_0004491	http://purl.obolibrary.org/obo/UBERON_0004491	cardiac muscle tissue of interatrial septum	CL
UBERON_0004492	http://purl.obolibrary.org/obo/UBERON_0004492	cardiac muscle tissue of cardiac septum	CL
CL_0000135	http://purl.obolibrary.org/obo/CL_0000135	fibrocyte	CL
CL_0000136	http://purl.obolibrary.org/obo/CL_0000136	fat cell	CL
NCBITaxon_9721	http://purl.obolibrary.org/obo/NCBITaxon_9721	Cetacea	CL
CL_0000137	http://purl.obolibrary.org/obo/CL_0000137	osteocyte	CL
NCBITaxon_9722	http://purl.obolibrary.org/obo/NCBITaxon_9722	Odontoceti	CL
UBERON_0004490	http://purl.obolibrary.org/obo/UBERON_0004490	cardiac muscle tissue of atrium	CL
GO_1905939	http://purl.obolibrary.org/obo/GO_1905939	regulation of gonad development	CL
