Node	Node_Long	Definition	OntologyScope
UBERON_2001863	http://purl.obolibrary.org/obo/UBERON_2001863	inter-hypobranchial 3 joint	MP
MP_0010880	http://purl.obolibrary.org/obo/MP_0010880	small esophagus	MP
UBERON_2001865	http://purl.obolibrary.org/obo/UBERON_2001865	basibranchial 4 cartilage	MP
MP_0020219	http://purl.obolibrary.org/obo/MP_0020219	increased tear production	MP
UBERON_2001869	http://purl.obolibrary.org/obo/UBERON_2001869	supraneural 2 cartilage	MP
MP_0010889	http://purl.obolibrary.org/obo/MP_0010889	small alveolar lamellar bodies	MP
MP_0010887	http://purl.obolibrary.org/obo/MP_0010887	pale lung	MP
MP_0010886	http://purl.obolibrary.org/obo/MP_0010886	absent minor salivary glands	MP
MP_0010885	http://purl.obolibrary.org/obo/MP_0010885	absent trachea	MP
MP_0010884	http://purl.obolibrary.org/obo/MP_0010884	esophagus stenosis	MP
MP_0010883	http://purl.obolibrary.org/obo/MP_0010883	trachea stenosis	MP
CHEBI_26536	http://purl.obolibrary.org/obo/CHEBI_26536	retinoic acid	MP
CHEBI_26537	http://purl.obolibrary.org/obo/CHEBI_26537	retinoid	MP
CHEBI_26534	http://purl.obolibrary.org/obo/CHEBI_26534	retinals	MP
MP_0020205	http://purl.obolibrary.org/obo/MP_0020205	abnormal heart right ventricle weight	MP
MP_0020204	http://purl.obolibrary.org/obo/MP_0020204	abnormal heart left ventricle weight	MP
UBERON_0035597	http://purl.obolibrary.org/obo/UBERON_0035597	profundal placode	MP
MP_0020207	http://purl.obolibrary.org/obo/MP_0020207	abnormal heart right atrium weight	MP
MP_0020206	http://purl.obolibrary.org/obo/MP_0020206	abnormal heart left atrium weight	MP
MP_0020201	http://purl.obolibrary.org/obo/MP_0020201	abnormal granulocyte number	MP
UBERON_0011566	http://purl.obolibrary.org/obo/UBERON_0011566	lumen of esophagus	MP
UBERON_2001860	http://purl.obolibrary.org/obo/UBERON_2001860	epibranchial 4-upper pharyngeal toothplate joint	MP
UBERON_0011565	http://purl.obolibrary.org/obo/UBERON_0011565	lumen of gastrointestinal system	MP
MP_0020200	http://purl.obolibrary.org/obo/MP_0020200	increased mononuclear phagocyte tumor incidence	MP
MP_0020203	http://purl.obolibrary.org/obo/MP_0020203	abnormal mast cell number	MP
UBERON_2001862	http://purl.obolibrary.org/obo/UBERON_2001862	epibranchial 3-pharyngobranchial 4 joint	MP
MP_0020202	http://purl.obolibrary.org/obo/MP_0020202	abnormal macrophage cell number	MP
UBERON_2001861	http://purl.obolibrary.org/obo/UBERON_2001861	epibranchial 3-pharyngobranchial 3 joint	MP
MP_0010893	http://purl.obolibrary.org/obo/MP_0010893	abnormal posterior commissure morphology	MP
MP_0010892	http://purl.obolibrary.org/obo/MP_0010892	increased oligodendrocyte progenitor number	MP
MP_0010891	http://purl.obolibrary.org/obo/MP_0010891	increased alveolar lamellar body number	MP
MP_0010890	http://purl.obolibrary.org/obo/MP_0010890	decreased alveolar lamellar body number	MP
MP_0020209	http://purl.obolibrary.org/obo/MP_0020209	low withers	MP
MP_0020208	http://purl.obolibrary.org/obo/MP_0020208	abnormal withers	MP
UBERON_2001856	http://purl.obolibrary.org/obo/UBERON_2001856	gill ray	MP
CHEBI_38515	http://purl.obolibrary.org/obo/CHEBI_38515	isoquinoline alkaloid fundamental parent	MP
MP_0010899	http://purl.obolibrary.org/obo/MP_0010899	abnormal pulmonary alveolar system morphology	MP
MP_0010898	http://purl.obolibrary.org/obo/MP_0010898	abnormal pulmonary alveolus epithelium morphology	MP
MP_0010897	http://purl.obolibrary.org/obo/MP_0010897	abnormal bronchiole epithelium morphology	MP
MP_0010896	http://purl.obolibrary.org/obo/MP_0010896	decreased lung compliance	MP
MP_0010895	http://purl.obolibrary.org/obo/MP_0010895	increased lung compliance	MP
MP_0010894	http://purl.obolibrary.org/obo/MP_0010894	pulmonary alveolar edema	MP
MP_0010869	http://purl.obolibrary.org/obo/MP_0010869	decreased bone trabecula number	MP
MP_0009879	http://purl.obolibrary.org/obo/MP_0009879	abnormal arcus anterior morphology	MP
MP_0009878	http://purl.obolibrary.org/obo/MP_0009878	decreased susceptibility to bone fracture	MP
MP_0009875	http://purl.obolibrary.org/obo/MP_0009875	absent interdigital cell death	MP
UBERON_2001893	http://purl.obolibrary.org/obo/UBERON_2001893	hypobranchial element	MP
UBERON_2001892	http://purl.obolibrary.org/obo/UBERON_2001892	interhyal element	MP
PR_P17679	http://purl.obolibrary.org/obo/PR_P17679	erythroid transcription factor (mouse)	MP
MP_0009874	http://purl.obolibrary.org/obo/MP_0009874	abnormal interdigital cell death	MP
MP_0009877	http://purl.obolibrary.org/obo/MP_0009877	exostosis	MP
UBERON_2001895	http://purl.obolibrary.org/obo/UBERON_2001895	hypobranchial 2 element	MP
UBERON_2001894	http://purl.obolibrary.org/obo/UBERON_2001894	hypobranchial 1 element	MP
MP_0009876	http://purl.obolibrary.org/obo/MP_0009876	increased cellular sensitivity to thiophosphamide	MP
UBERON_0035523	http://purl.obolibrary.org/obo/UBERON_0035523	anterior surface of prostate	MP
MP_0010860	http://purl.obolibrary.org/obo/MP_0010860	abnormal anterior commissure pars posterior morphology	MP
MP_0009882	http://purl.obolibrary.org/obo/MP_0009882	absent palatal shelf	MP
MP_0009881	http://purl.obolibrary.org/obo/MP_0009881	macrostomia	MP
MP_0009884	http://purl.obolibrary.org/obo/MP_0009884	palatal shelf fusion with tongue or mandible	MP
CHEBI_63534	http://purl.obolibrary.org/obo/CHEBI_63534	monoamine	MP
MP_0009883	http://purl.obolibrary.org/obo/MP_0009883	palatal shelf hypoplasia	MP
CHEBI_63533	http://purl.obolibrary.org/obo/CHEBI_63533	gonadotropin releasing hormone agonist	MP
MP_0009880	http://purl.obolibrary.org/obo/MP_0009880	microstomia	MP
MP_0010868	http://purl.obolibrary.org/obo/MP_0010868	increased bone trabecula number	MP
MP_0010867	http://purl.obolibrary.org/obo/MP_0010867	abnormal bone trabecula morphology	MP
MP_0010866	http://purl.obolibrary.org/obo/MP_0010866	abnormal prenatal body size	MP
MP_0010865	http://purl.obolibrary.org/obo/MP_0010865	prenatal growth retardation	MP
MP_0010864	http://purl.obolibrary.org/obo/MP_0010864	abnormal enamel knot morphology	MP
MP_0010863	http://purl.obolibrary.org/obo/MP_0010863	absent respiratory mucosa goblet cells	MP
MP_0010862	http://purl.obolibrary.org/obo/MP_0010862	decreased respiratory mucosa goblet cell number	MP
CHEBI_26509	http://purl.obolibrary.org/obo/CHEBI_26509	quinoline alkaloid	MP
MP_0010861	http://purl.obolibrary.org/obo/MP_0010861	increased respiratory mucosa goblet cell number	MP
CHEBI_26513	http://purl.obolibrary.org/obo/CHEBI_26513	quinolines	MP
MP_0009889	http://purl.obolibrary.org/obo/MP_0009889	persistence of medial edge epithelium during palatal shelf fusion	MP
UBERON_2001880	http://purl.obolibrary.org/obo/UBERON_2001880	rib of vertebra 3	MP
MP_0009886	http://purl.obolibrary.org/obo/MP_0009886	failure of palatal shelf elevation	MP
UBERON_2001881	http://purl.obolibrary.org/obo/UBERON_2001881	rib of vertebra 4	MP
MP_0009885	http://purl.obolibrary.org/obo/MP_0009885	abnormal palatal shelf elevation	MP
MP_0009888	http://purl.obolibrary.org/obo/MP_0009888	palatal shelves fail to meet at midline	MP
MP_0009887	http://purl.obolibrary.org/obo/MP_0009887	abnormal palatal shelf fusion at midline	MP
MP_0010871	http://purl.obolibrary.org/obo/MP_0010871	abnormal trabecular bone mass	MP
MP_0009893	http://purl.obolibrary.org/obo/MP_0009893	cleft primary palate	MP
UBERON_2001875	http://purl.obolibrary.org/obo/UBERON_2001875	opercular series	MP
UBERON_0035526	http://purl.obolibrary.org/obo/UBERON_0035526	superficial fibular nerve	MP
MP_0010870	http://purl.obolibrary.org/obo/MP_0010870	absent bone trabeculae	MP
MP_0009892	http://purl.obolibrary.org/obo/MP_0009892	palate bone hypoplasia	MP
UBERON_2001874	http://purl.obolibrary.org/obo/UBERON_2001874	basibranchial 2 cartilage	MP
MP_0009895	http://purl.obolibrary.org/obo/MP_0009895	decreased palatine bone horizontal plate size	MP
UBERON_2001876	http://purl.obolibrary.org/obo/UBERON_2001876	basibranchial 3 cartilage	MP
MP_0009894	http://purl.obolibrary.org/obo/MP_0009894	absent hard palate	MP
UBERON_2001879	http://purl.obolibrary.org/obo/UBERON_2001879	rib of vertebra 1	MP
UBERON_0035529	http://purl.obolibrary.org/obo/UBERON_0035529	left common iliac artery	MP
UBERON_2001878	http://purl.obolibrary.org/obo/UBERON_2001878	rib of vertebra 2	MP
MP_0009891	http://purl.obolibrary.org/obo/MP_0009891	abnormal palate bone morphology	MP
MP_0009890	http://purl.obolibrary.org/obo/MP_0009890	cleft secondary palate	MP
MP_0010879	http://purl.obolibrary.org/obo/MP_0010879	decreased trabecular bone volume	MP
MP_0010878	http://purl.obolibrary.org/obo/MP_0010878	increased trabecular bone volume	MP
MP_0010877	http://purl.obolibrary.org/obo/MP_0010877	abnormal trabecular bone volume	MP
MP_0010876	http://purl.obolibrary.org/obo/MP_0010876	decreased bone volume	MP
MP_0010875	http://purl.obolibrary.org/obo/MP_0010875	increased bone volume	MP
MP_0010874	http://purl.obolibrary.org/obo/MP_0010874	abnormal bone volume	MP
MP_0010873	http://purl.obolibrary.org/obo/MP_0010873	decreased trabecular bone mass	MP
MP_0010872	http://purl.obolibrary.org/obo/MP_0010872	increased trabecular bone mass	MP
MP_0010849	http://purl.obolibrary.org/obo/MP_0010849	abnormal effector memory CD8-positive, alpha-beta T cell number	MP
MP_0010848	http://purl.obolibrary.org/obo/MP_0010848	decreased central memory CD8 positive, alpha-beta T cell number	MP
MP_0010847	http://purl.obolibrary.org/obo/MP_0010847	increased central memory CD8 positive, alpha-beta T cell number	MP
MP_0009857	http://purl.obolibrary.org/obo/MP_0009857	absent kidney cortex	MP
MP_0009856	http://purl.obolibrary.org/obo/MP_0009856	failure of ejaculation	MP
MP_0009859	http://purl.obolibrary.org/obo/MP_0009859	eye opacity	MP
MP_0009858	http://purl.obolibrary.org/obo/MP_0009858	abnormal cellular extravasation	MP
MP_0009853	http://purl.obolibrary.org/obo/MP_0009853	decreased Sertoli cell phagocytosis	MP
MP_0009852	http://purl.obolibrary.org/obo/MP_0009852	increased Sertoli cell phagocytosis	MP
UBERON_0035546	http://purl.obolibrary.org/obo/UBERON_0035546	uveal vein	MP
MP_0009855	http://purl.obolibrary.org/obo/MP_0009855	midface retrusion	MP
UBERON_0035545	http://purl.obolibrary.org/obo/UBERON_0035545	deep lymphatic vessel	MP
MP_0009854	http://purl.obolibrary.org/obo/MP_0009854	impaired gastric peristalsis	MP
CHEBI_63551	http://purl.obolibrary.org/obo/CHEBI_63551	carbohydrate acid derivative anion	MP
MP_0009860	http://purl.obolibrary.org/obo/MP_0009860	nephrosclerosis	MP
UBERON_0035539	http://purl.obolibrary.org/obo/UBERON_0035539	esophageal artery	MP
MP_0009862	http://purl.obolibrary.org/obo/MP_0009862	abnormal aorta elastic tissue morphology	MP
MP_0009861	http://purl.obolibrary.org/obo/MP_0009861	abnormal pyloric sphincter morphology	MP
MP_0010846	http://purl.obolibrary.org/obo/MP_0010846	abnormal central memory CD8 positive, alpha-beta T cell morphology	MP
MP_0010845	http://purl.obolibrary.org/obo/MP_0010845	decreased effector memory CD4-positive, alpha-beta T cell number	MP
MP_0010844	http://purl.obolibrary.org/obo/MP_0010844	increased effector memory CD4-positive, alpha-beta T cell number	MP
MP_0010843	http://purl.obolibrary.org/obo/MP_0010843	abnormal effector memory CD4-positive, alpha-beta T cell morphology	MP
MP_0010842	http://purl.obolibrary.org/obo/MP_0010842	decreased central memory CD4-positive, alpha-beta T cell number	MP
MP_0010841	http://purl.obolibrary.org/obo/MP_0010841	increased central memory CD4-positive, alpha-beta T cell number	MP
MP_0010840	http://purl.obolibrary.org/obo/MP_0010840	abnormal central memory CD4-positive, alpha-beta T cell morphology	MP
PR_000003918	http://purl.obolibrary.org/obo/PR_000003918	serum albumin	MP
MP_0010859	http://purl.obolibrary.org/obo/MP_0010859	abnormal anterior commissure pars anterior morphology	MP
PR_Q9VM16	http://purl.obolibrary.org/obo/PR_Q9VM16	CG15818 protein (fruit fly)	MP
MP_0010858	http://purl.obolibrary.org/obo/MP_0010858	pulmonary epithelial necrosis	MP
MP_0009868	http://purl.obolibrary.org/obo/MP_0009868	abnormal descending thoracic aorta morphology	MP
CHEBI_63561	http://purl.obolibrary.org/obo/CHEBI_63561	ketoaldonate derivative	MP
UBERON_0035551	http://purl.obolibrary.org/obo/UBERON_0035551	deep vasculature	MP
UBERON_0035550	http://purl.obolibrary.org/obo/UBERON_0035550	superficial vein	MP
MP_0009867	http://purl.obolibrary.org/obo/MP_0009867	abnormal ascending aorta morphology	MP
UBERON_0035553	http://purl.obolibrary.org/obo/UBERON_0035553	left cardiac chamber	MP
MP_0009869	http://purl.obolibrary.org/obo/MP_0009869	abnormal descending aorta morphology	MP
UBERON_0035552	http://purl.obolibrary.org/obo/UBERON_0035552	deep vein	MP
MP_0009864	http://purl.obolibrary.org/obo/MP_0009864	abnormal aorta endothelium morphology	MP
UBERON_0035555	http://purl.obolibrary.org/obo/UBERON_0035555	lateral line sense organ	MP
MP_0009863	http://purl.obolibrary.org/obo/MP_0009863	abnormal heart elastic tissue morphology	MP
UBERON_0035554	http://purl.obolibrary.org/obo/UBERON_0035554	right cardiac chamber	MP
MP_0009866	http://purl.obolibrary.org/obo/MP_0009866	abnormal aorta wall morphology	MP
MP_0009865	http://purl.obolibrary.org/obo/MP_0009865	abnormal aorta smooth muscle morphology	MP
MP_0009871	http://purl.obolibrary.org/obo/MP_0009871	abnormal aorta tunica adventitia morphology	MP
UBERON_0035548	http://purl.obolibrary.org/obo/UBERON_0035548	colic artery	MP
UBERON_2001897	http://purl.obolibrary.org/obo/UBERON_2001897	hypobranchial 4 element	MP
MP_0009870	http://purl.obolibrary.org/obo/MP_0009870	abnormal abdominal aorta morphology	MP
UBERON_2001896	http://purl.obolibrary.org/obo/UBERON_2001896	hypobranchial 3 element	MP
MP_0009873	http://purl.obolibrary.org/obo/MP_0009873	abnormal aorta tunica media morphology	MP
UBERON_2001899	http://purl.obolibrary.org/obo/UBERON_2001899	ceratobranchial 1 element	MP
UBERON_0035549	http://purl.obolibrary.org/obo/UBERON_0035549	vasculature of integument	MP
MP_0009872	http://purl.obolibrary.org/obo/MP_0009872	abnormal aorta tunica intima morphology	MP
UBERON_2001898	http://purl.obolibrary.org/obo/UBERON_2001898	ceratobranchial element	MP
CHEBI_87518	http://purl.obolibrary.org/obo/CHEBI_87518	ADP(2-)	MP
MP_0010857	http://purl.obolibrary.org/obo/MP_0010857	pulmonary necrosis	MP
MP_0010856	http://purl.obolibrary.org/obo/MP_0010856	dilated respiratory conducting tubes	MP
MP_0010855	http://purl.obolibrary.org/obo/MP_0010855	pulmonary hyperemia	MP
MP_0010854	http://purl.obolibrary.org/obo/MP_0010854	lung situs inversus	MP
MP_0010853	http://purl.obolibrary.org/obo/MP_0010853	abnormal lung position or orientation	MP
MP_0010852	http://purl.obolibrary.org/obo/MP_0010852	absent epidermal lamellar bodies	MP
MP_0010851	http://purl.obolibrary.org/obo/MP_0010851	decreased effector memory CD8-positive, alpha-beta T cell number	MP
MP_0010850	http://purl.obolibrary.org/obo/MP_0010850	increased effector memory CD8-positive, alpha-beta T cell number	MP
GO_0099533	http://purl.obolibrary.org/obo/GO_0099533	positive regulation of presynaptic cytosolic calcium concentration	MP
GO_0002622	http://purl.obolibrary.org/obo/GO_0002622	regulation of B cell antigen processing and presentation	MP
GO_0099531	http://purl.obolibrary.org/obo/GO_0099531	presynaptic process involved in chemical synaptic transmission	MP
GO_0051597	http://purl.obolibrary.org/obo/GO_0051597	response to methylmercury	MP
GO_0002623	http://purl.obolibrary.org/obo/GO_0002623	negative regulation of B cell antigen processing and presentation	MP
GO_0099532	http://purl.obolibrary.org/obo/GO_0099532	synaptic vesicle endosomal processing	MP
GO_0002624	http://purl.obolibrary.org/obo/GO_0002624	positive regulation of B cell antigen processing and presentation	MP
GO_0099530	http://purl.obolibrary.org/obo/GO_0099530	G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential	MP
GO_1903353	http://purl.obolibrary.org/obo/GO_1903353	regulation of nucleus organization	MP
GO_1903351	http://purl.obolibrary.org/obo/GO_1903351	cellular response to dopamine	MP
GO_1903350	http://purl.obolibrary.org/obo/GO_1903350	response to dopamine	MP
GO_0002629	http://purl.obolibrary.org/obo/GO_0002629	negative regulation of proteolysis associated with antigen processing and presentation	MP
GO_0051590	http://purl.obolibrary.org/obo/GO_0051590	positive regulation of neurotransmitter transport	MP
GO_0099537	http://purl.obolibrary.org/obo/GO_0099537	trans-synaptic signaling	MP
GO_0051596	http://purl.obolibrary.org/obo/GO_0051596	methylglyoxal catabolic process	MP
GO_0002628	http://purl.obolibrary.org/obo/GO_0002628	regulation of proteolysis associated with antigen processing and presentation	MP
GO_0099536	http://purl.obolibrary.org/obo/GO_0099536	synaptic signaling	MP
GO_0002632	http://purl.obolibrary.org/obo/GO_0002632	negative regulation of granuloma formation	MP
GO_0002633	http://purl.obolibrary.org/obo/GO_0002633	positive regulation of granuloma formation	MP
GO_0002634	http://purl.obolibrary.org/obo/GO_0002634	regulation of germinal center formation	MP
GO_0002635	http://purl.obolibrary.org/obo/GO_0002635	negative regulation of germinal center formation	MP
GO_0002630	http://purl.obolibrary.org/obo/GO_0002630	positive regulation of proteolysis associated with antigen processing and presentation	MP
GO_0002631	http://purl.obolibrary.org/obo/GO_0002631	regulation of granuloma formation	MP
GO_1903358	http://purl.obolibrary.org/obo/GO_1903358	regulation of Golgi organization	MP
GO_1903364	http://purl.obolibrary.org/obo/GO_1903364	positive regulation of cellular protein catabolic process	MP
GO_1903363	http://purl.obolibrary.org/obo/GO_1903363	negative regulation of cellular protein catabolic process	MP
GO_1903362	http://purl.obolibrary.org/obo/GO_1903362	regulation of cellular protein catabolic process	MP
GO_0002636	http://purl.obolibrary.org/obo/GO_0002636	positive regulation of germinal center formation	MP
GO_0002637	http://purl.obolibrary.org/obo/GO_0002637	regulation of immunoglobulin production	MP
GO_0002638	http://purl.obolibrary.org/obo/GO_0002638	negative regulation of immunoglobulin production	MP
GO_0099547	http://purl.obolibrary.org/obo/GO_0099547	regulation of translation at synapse, modulating synaptic transmission	MP
GO_0002639	http://purl.obolibrary.org/obo/GO_0002639	positive regulation of immunoglobulin production	MP
MP_0020296	http://purl.obolibrary.org/obo/MP_0020296	increased guanylate cyclase activating protein-2 level	MP
GO_0099511	http://purl.obolibrary.org/obo/GO_0099511	voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels	MP
CHEBI_51569	http://purl.obolibrary.org/obo/CHEBI_51569	N-acyl-amino acid	MP
GO_0099512	http://purl.obolibrary.org/obo/GO_0099512	supramolecular fiber	MP
MP_0020295	http://purl.obolibrary.org/obo/MP_0020295	decreased guanylate cyclase activating protein-2 level	MP
GO_0002600	http://purl.obolibrary.org/obo/GO_0002600	positive regulation of antigen processing and presentation of lipid antigen via MHC class Ib	MP
MP_0020298	http://purl.obolibrary.org/obo/MP_0020298	decreased UDP-N-acetylglucosamine-1-phosphotransferase level	MP
MP_0020297	http://purl.obolibrary.org/obo/MP_0020297	abnormal UDP-N-acetylglucosamine-1-phosphotransferase level	MP
MP_0020292	http://purl.obolibrary.org/obo/MP_0020292	decreased dystrophin level	MP
