ChildNode	ParentNode	ChildNode_Long	ParentNode_Long	RelationType	OntologyScope
DOID_8736	DOID_37	http://purl.obolibrary.org/obo/DOID_8736	http://purl.obolibrary.org/obo/DOID_37	is_a	DO
DOID_7402	DOID_4148	http://purl.obolibrary.org/obo/DOID_7402	http://purl.obolibrary.org/obo/DOID_4148	is_a	DO
DOID_10648	DOID_9408	http://purl.obolibrary.org/obo/DOID_10648	http://purl.obolibrary.org/obo/DOID_9408	is_a	DO
DOID_10649	DOID_9408	http://purl.obolibrary.org/obo/DOID_10649	http://purl.obolibrary.org/obo/DOID_9408	is_a	DO
DOID_7400	DOID_0050737	http://purl.obolibrary.org/obo/DOID_7400	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_7401	DOID_219	http://purl.obolibrary.org/obo/DOID_7401	http://purl.obolibrary.org/obo/DOID_219	is_a	DO
DOID_8731	DOID_175	http://purl.obolibrary.org/obo/DOID_8731	http://purl.obolibrary.org/obo/DOID_175	is_a	DO
DOID_11975	DOID_1393	http://purl.obolibrary.org/obo/DOID_11975	http://purl.obolibrary.org/obo/DOID_1393	is_a	DO
DOID_11976	DOID_0050338	http://purl.obolibrary.org/obo/DOID_11976	http://purl.obolibrary.org/obo/DOID_0050338	is_a	DO
DOID_11971	DOID_1934	http://purl.obolibrary.org/obo/DOID_11971	http://purl.obolibrary.org/obo/DOID_1934	is_a	DO
DOID_8729	DOID_934	http://purl.obolibrary.org/obo/DOID_8729	http://purl.obolibrary.org/obo/DOID_934	is_a	DO
DOID_10657	DOID_235	http://purl.obolibrary.org/obo/DOID_10657	http://purl.obolibrary.org/obo/DOID_235	is_a	DO
DOID_8725	DOID_1307	http://purl.obolibrary.org/obo/DOID_8725	http://purl.obolibrary.org/obo/DOID_1307	is_a	DO
DOID_11988	DOID_11653	http://purl.obolibrary.org/obo/DOID_11988	http://purl.obolibrary.org/obo/DOID_11653	is_a	DO
DOID_11984	DOID_0060036	http://purl.obolibrary.org/obo/DOID_11984	http://purl.obolibrary.org/obo/DOID_0060036	is_a	DO
DOID_10655	DOID_5353	http://purl.obolibrary.org/obo/DOID_10655	http://purl.obolibrary.org/obo/DOID_5353	is_a	DO
DOID_10655	DOID_6460	http://purl.obolibrary.org/obo/DOID_10655	http://purl.obolibrary.org/obo/DOID_6460	is_a	DO
DOID_10656	DOID_5353	http://purl.obolibrary.org/obo/DOID_10656	http://purl.obolibrary.org/obo/DOID_5353	is_a	DO
DOID_11981	DOID_9970	http://purl.obolibrary.org/obo/DOID_11981	http://purl.obolibrary.org/obo/DOID_9970	is_a	DO
DOID_10651	DOID_9408	http://purl.obolibrary.org/obo/DOID_10651	http://purl.obolibrary.org/obo/DOID_9408	is_a	DO
DOID_10652	DOID_680	http://purl.obolibrary.org/obo/DOID_10652	http://purl.obolibrary.org/obo/DOID_680	is_a	DO
DOID_11983	DOID_0080014	http://purl.obolibrary.org/obo/DOID_11983	http://purl.obolibrary.org/obo/DOID_0080014	is_a	DO
DOID_11983	DOID_225	http://purl.obolibrary.org/obo/DOID_11983	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_0110209	DOID_0080009	http://purl.obolibrary.org/obo/DOID_0110209	http://purl.obolibrary.org/obo/DOID_0080009	is_a	DO
DOID_0110209	DOID_0050542	http://purl.obolibrary.org/obo/DOID_0110209	http://purl.obolibrary.org/obo/DOID_0050542	is_a	DO
DOID_10629	DOID_5614	http://purl.obolibrary.org/obo/DOID_10629	http://purl.obolibrary.org/obo/DOID_5614	is_a	DO
DOID_0110207	DOID_0080009	http://purl.obolibrary.org/obo/DOID_0110207	http://purl.obolibrary.org/obo/DOID_0080009	is_a	DO
DOID_0110207	DOID_0050542	http://purl.obolibrary.org/obo/DOID_0110207	http://purl.obolibrary.org/obo/DOID_0050542	is_a	DO
DOID_0111538	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111538	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111538	DOID_440	http://purl.obolibrary.org/obo/DOID_0111538	http://purl.obolibrary.org/obo/DOID_440	is_a	DO
DOID_0110208	DOID_0050542	http://purl.obolibrary.org/obo/DOID_0110208	http://purl.obolibrary.org/obo/DOID_0050542	is_a	DO
DOID_0110208	DOID_0080012	http://purl.obolibrary.org/obo/DOID_0110208	http://purl.obolibrary.org/obo/DOID_0080012	is_a	DO
DOID_0111539	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111539	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111539	DOID_2256	http://purl.obolibrary.org/obo/DOID_0111539	http://purl.obolibrary.org/obo/DOID_2256	is_a	DO
DOID_1287	DOID_7	http://purl.obolibrary.org/obo/DOID_1287	http://purl.obolibrary.org/obo/DOID_7	is_a	DO
DOID_1289	DOID_331	http://purl.obolibrary.org/obo/DOID_1289	http://purl.obolibrary.org/obo/DOID_331	is_a	DO
DOID_10627	DOID_5723	http://purl.obolibrary.org/obo/DOID_10627	http://purl.obolibrary.org/obo/DOID_5723	is_a	DO
DOID_1283	DOID_1284	http://purl.obolibrary.org/obo/DOID_1283	http://purl.obolibrary.org/obo/DOID_1284	is_a	DO
DOID_1284	DOID_229	http://purl.obolibrary.org/obo/DOID_1284	http://purl.obolibrary.org/obo/DOID_229	is_a	DO
DOID_1285	DOID_5295	http://purl.obolibrary.org/obo/DOID_1285	http://purl.obolibrary.org/obo/DOID_5295	is_a	DO
DOID_0111532	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111532	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111532	DOID_2256	http://purl.obolibrary.org/obo/DOID_0111532	http://purl.obolibrary.org/obo/DOID_2256	is_a	DO
DOID_0110201	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0110201	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0110201	DOID_0050543	http://purl.obolibrary.org/obo/DOID_0110201	http://purl.obolibrary.org/obo/DOID_0050543	is_a	DO
DOID_0111533	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111533	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111533	DOID_2256	http://purl.obolibrary.org/obo/DOID_0111533	http://purl.obolibrary.org/obo/DOID_2256	is_a	DO
DOID_0110202	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0110202	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0110202	DOID_0050543	http://purl.obolibrary.org/obo/DOID_0110202	http://purl.obolibrary.org/obo/DOID_0050543	is_a	DO
DOID_0111530	DOID_225	http://purl.obolibrary.org/obo/DOID_0111530	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_0111531	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111531	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111531	DOID_1891	http://purl.obolibrary.org/obo/DOID_0111531	http://purl.obolibrary.org/obo/DOID_1891	is_a	DO
DOID_0110200	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0110200	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0110200	DOID_0050543	http://purl.obolibrary.org/obo/DOID_0110200	http://purl.obolibrary.org/obo/DOID_0050543	is_a	DO
DOID_0111536	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111536	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111536	DOID_225	http://purl.obolibrary.org/obo/DOID_0111536	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_0110205	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0110205	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0110205	DOID_0050543	http://purl.obolibrary.org/obo/DOID_0110205	http://purl.obolibrary.org/obo/DOID_0050543	is_a	DO
DOID_0111537	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111537	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111537	DOID_11465	http://purl.obolibrary.org/obo/DOID_0111537	http://purl.obolibrary.org/obo/DOID_11465	is_a	DO
DOID_0110206	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0110206	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0110206	DOID_0050543	http://purl.obolibrary.org/obo/DOID_0110206	http://purl.obolibrary.org/obo/DOID_0050543	is_a	DO
DOID_0111534	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111534	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111534	DOID_225	http://purl.obolibrary.org/obo/DOID_0111534	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_0110203	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0110203	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0110203	DOID_0050543	http://purl.obolibrary.org/obo/DOID_0110203	http://purl.obolibrary.org/obo/DOID_0050543	is_a	DO
DOID_0111535	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111535	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111535	DOID_225	http://purl.obolibrary.org/obo/DOID_0111535	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_0110204	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0110204	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0110204	DOID_0050543	http://purl.obolibrary.org/obo/DOID_0110204	http://purl.obolibrary.org/obo/DOID_0050543	is_a	DO
DOID_1279	DOID_5614	http://purl.obolibrary.org/obo/DOID_1279	http://purl.obolibrary.org/obo/DOID_5614	is_a	DO
DOID_1279	DOID_5656	http://purl.obolibrary.org/obo/DOID_1279	http://purl.obolibrary.org/obo/DOID_5656	is_a	DO
DOID_0111529	DOID_1271	http://purl.obolibrary.org/obo/DOID_0111529	http://purl.obolibrary.org/obo/DOID_1271	is_a	DO
DOID_0111527	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0111527	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0111527	DOID_231	http://purl.obolibrary.org/obo/DOID_0111527	http://purl.obolibrary.org/obo/DOID_231	is_a	DO
DOID_0111528	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111528	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111528	DOID_2121	http://purl.obolibrary.org/obo/DOID_0111528	http://purl.obolibrary.org/obo/DOID_2121	is_a	DO
DOID_11968	DOID_2170	http://purl.obolibrary.org/obo/DOID_11968	http://purl.obolibrary.org/obo/DOID_2170	is_a	DO
DOID_1278	DOID_1279	http://purl.obolibrary.org/obo/DOID_1278	http://purl.obolibrary.org/obo/DOID_1279	is_a	DO
DOID_1271	DOID_178	http://purl.obolibrary.org/obo/DOID_1271	http://purl.obolibrary.org/obo/DOID_178	is_a	DO
DOID_1272	DOID_341	http://purl.obolibrary.org/obo/DOID_1272	http://purl.obolibrary.org/obo/DOID_341	is_a	DO
DOID_1273	DOID_934	http://purl.obolibrary.org/obo/DOID_1273	http://purl.obolibrary.org/obo/DOID_934	is_a	DO
DOID_1270	DOID_0050736	http://purl.obolibrary.org/obo/DOID_1270	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_1270	DOID_178	http://purl.obolibrary.org/obo/DOID_1270	http://purl.obolibrary.org/obo/DOID_178	is_a	DO
DOID_0111521	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111521	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111521	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111521	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_10631	DOID_5723	http://purl.obolibrary.org/obo/DOID_10631	http://purl.obolibrary.org/obo/DOID_5723	is_a	DO
DOID_11963	DOID_6050	http://purl.obolibrary.org/obo/DOID_11963	http://purl.obolibrary.org/obo/DOID_6050	is_a	DO
DOID_0111522	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0111522	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0111522	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111522	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_10632	DOID_225	http://purl.obolibrary.org/obo/DOID_10632	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_0111520	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111520	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111520	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111520	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_0111525	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111525	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111525	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111525	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_0111526	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111526	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111526	DOID_1923	http://purl.obolibrary.org/obo/DOID_0111526	http://purl.obolibrary.org/obo/DOID_1923	is_a	DO
DOID_0111523	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0111523	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0111523	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111523	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_0111524	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0111524	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0111524	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111524	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_0111518	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111518	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111518	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111518	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_10606	DOID_5295	http://purl.obolibrary.org/obo/DOID_10606	http://purl.obolibrary.org/obo/DOID_5295	is_a	DO
DOID_0111519	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111519	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111519	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111519	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_10607	DOID_5295	http://purl.obolibrary.org/obo/DOID_10607	http://purl.obolibrary.org/obo/DOID_5295	is_a	DO
DOID_0111516	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0111516	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0111516	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111516	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_10608	DOID_0060031	http://purl.obolibrary.org/obo/DOID_10608	http://purl.obolibrary.org/obo/DOID_0060031	is_a	DO
DOID_10609	DOID_0080005	http://purl.obolibrary.org/obo/DOID_10609	http://purl.obolibrary.org/obo/DOID_0080005	is_a	DO
DOID_0111517	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111517	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111517	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111517	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_11934	DOID_0050686	http://purl.obolibrary.org/obo/DOID_11934	http://purl.obolibrary.org/obo/DOID_0050686	is_a	DO
DOID_10603	DOID_4195	http://purl.obolibrary.org/obo/DOID_10603	http://purl.obolibrary.org/obo/DOID_4195	is_a	DO
DOID_10604	DOID_2978	http://purl.obolibrary.org/obo/DOID_10604	http://purl.obolibrary.org/obo/DOID_2978	is_a	DO
DOID_10605	DOID_5295	http://purl.obolibrary.org/obo/DOID_10605	http://purl.obolibrary.org/obo/DOID_5295	is_a	DO
DOID_0111510	DOID_2121	http://purl.obolibrary.org/obo/DOID_0111510	http://purl.obolibrary.org/obo/DOID_2121	is_a	DO
DOID_0111511	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111511	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111511	DOID_225	http://purl.obolibrary.org/obo/DOID_0111511	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_10600	DOID_2769	http://purl.obolibrary.org/obo/DOID_10600	http://purl.obolibrary.org/obo/DOID_2769	is_a	DO
DOID_0111514	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111514	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111514	DOID_0080027	http://purl.obolibrary.org/obo/DOID_0111514	http://purl.obolibrary.org/obo/DOID_0080027	is_a	DO
DOID_0111515	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0111515	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0111515	DOID_12558	http://purl.obolibrary.org/obo/DOID_0111515	http://purl.obolibrary.org/obo/DOID_12558	is_a	DO
DOID_0111512	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111512	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111512	DOID_2256	http://purl.obolibrary.org/obo/DOID_0111512	http://purl.obolibrary.org/obo/DOID_2256	is_a	DO
DOID_0111513	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111513	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111513	DOID_2256	http://purl.obolibrary.org/obo/DOID_0111513	http://purl.obolibrary.org/obo/DOID_2256	is_a	DO
DOID_0111507	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111507	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111507	DOID_225	http://purl.obolibrary.org/obo/DOID_0111507	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_0111508	DOID_2256	http://purl.obolibrary.org/obo/DOID_0111508	http://purl.obolibrary.org/obo/DOID_2256	is_a	DO
DOID_11949	DOID_649	http://purl.obolibrary.org/obo/DOID_11949	http://purl.obolibrary.org/obo/DOID_649	is_a	DO
DOID_0111505	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111505	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111505	DOID_225	http://purl.obolibrary.org/obo/DOID_0111505	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_10619	DOID_9942	http://purl.obolibrary.org/obo/DOID_10619	http://purl.obolibrary.org/obo/DOID_9942	is_a	DO
DOID_10619	DOID_0060073	http://purl.obolibrary.org/obo/DOID_10619	http://purl.obolibrary.org/obo/DOID_0060073	is_a	DO
DOID_0111506	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111506	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111506	DOID_225	http://purl.obolibrary.org/obo/DOID_0111506	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_10615	DOID_10616	http://purl.obolibrary.org/obo/DOID_10615	http://purl.obolibrary.org/obo/DOID_10616	is_a	DO
DOID_0111509	DOID_0050736	http://purl.obolibrary.org/obo/DOID_0111509	http://purl.obolibrary.org/obo/DOID_0050736	is_a	DO
DOID_0111509	DOID_225	http://purl.obolibrary.org/obo/DOID_0111509	http://purl.obolibrary.org/obo/DOID_225	is_a	DO
DOID_10616	DOID_2568	http://purl.obolibrary.org/obo/DOID_10616	http://purl.obolibrary.org/obo/DOID_2568	is_a	DO
DOID_1293	DOID_1294	http://purl.obolibrary.org/obo/DOID_1293	http://purl.obolibrary.org/obo/DOID_1294	is_a	DO
DOID_1294	DOID_1245	http://purl.obolibrary.org/obo/DOID_1294	http://purl.obolibrary.org/obo/DOID_1245	is_a	DO
DOID_1294	DOID_305	http://purl.obolibrary.org/obo/DOID_1294	http://purl.obolibrary.org/obo/DOID_305	is_a	DO
DOID_10610	NA	http://purl.obolibrary.org/obo/DOID_10610	NA	is_a	DO
DOID_10610	DOID_26	http://purl.obolibrary.org/obo/DOID_10610	http://purl.obolibrary.org/obo/DOID_26	is_a	DO
DOID_0111500	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0111500	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0111500	DOID_0060286	http://purl.obolibrary.org/obo/DOID_0111500	http://purl.obolibrary.org/obo/DOID_0060286	is_a	DO
DOID_10611	DOID_5295	http://purl.obolibrary.org/obo/DOID_10611	http://purl.obolibrary.org/obo/DOID_5295	is_a	DO
DOID_10612	DOID_1555	http://purl.obolibrary.org/obo/DOID_10612	http://purl.obolibrary.org/obo/DOID_1555	is_a	DO
DOID_0111503	DOID_3012	http://purl.obolibrary.org/obo/DOID_0111503	http://purl.obolibrary.org/obo/DOID_3012	is_a	DO
DOID_0111504	DOID_3012	http://purl.obolibrary.org/obo/DOID_0111504	http://purl.obolibrary.org/obo/DOID_3012	is_a	DO
DOID_0111501	DOID_0050737	http://purl.obolibrary.org/obo/DOID_0111501	http://purl.obolibrary.org/obo/DOID_0050737	is_a	DO
DOID_0111501	DOID_0060286	http://purl.obolibrary.org/obo/DOID_0111501	http://purl.obolibrary.org/obo/DOID_0060286	is_a	DO
DOID_0111502	DOID_0060286	http://purl.obolibrary.org/obo/DOID_0111502	http://purl.obolibrary.org/obo/DOID_0060286	is_a	DO
DOID_0111502	DOID_0080012	http://purl.obolibrary.org/obo/DOID_0111502	http://purl.obolibrary.org/obo/DOID_0080012	is_a	DO
DOID_6139	DOID_5289	http://purl.obolibrary.org/obo/DOID_6139	http://purl.obolibrary.org/obo/DOID_5289	is_a	DO
DOID_7465	DOID_2916	http://purl.obolibrary.org/obo/DOID_7465	http://purl.obolibrary.org/obo/DOID_2916	is_a	DO
DOID_6132	DOID_1176	http://purl.obolibrary.org/obo/DOID_6132	http://purl.obolibrary.org/obo/DOID_1176	is_a	DO
DOID_7463	DOID_3250	http://purl.obolibrary.org/obo/DOID_7463	http://purl.obolibrary.org/obo/DOID_3250	is_a	DO
DOID_7460	DOID_5514	http://purl.obolibrary.org/obo/DOID_7460	http://purl.obolibrary.org/obo/DOID_5514	is_a	DO
DOID_8792	DOID_5614	http://purl.obolibrary.org/obo/DOID_8792	http://purl.obolibrary.org/obo/DOID_5614	is_a	DO
DOID_8792	DOID_8719	http://purl.obolibrary.org/obo/DOID_8792	http://purl.obolibrary.org/obo/DOID_8719	is_a	DO
DOID_7461	DOID_5514	http://purl.obolibrary.org/obo/DOID_7461	http://purl.obolibrary.org/obo/DOID_5514	is_a	DO
DOID_8791	DOID_8719	http://purl.obolibrary.org/obo/DOID_8791	http://purl.obolibrary.org/obo/DOID_8719	is_a	DO
DOID_7459	DOID_5514	http://purl.obolibrary.org/obo/DOID_7459	http://purl.obolibrary.org/obo/DOID_5514	is_a	DO
DOID_6128	DOID_1319	http://purl.obolibrary.org/obo/DOID_6128	http://purl.obolibrary.org/obo/DOID_1319	is_a	DO
DOID_6126	DOID_0050688	http://purl.obolibrary.org/obo/DOID_6126	http://purl.obolibrary.org/obo/DOID_0050688	is_a	DO
DOID_6126	DOID_305	http://purl.obolibrary.org/obo/DOID_6126	http://purl.obolibrary.org/obo/DOID_305	is_a	DO
DOID_7457	DOID_883	http://purl.obolibrary.org/obo/DOID_7457	http://purl.obolibrary.org/obo/DOID_883	is_a	DO
DOID_8787	DOID_8886	http://purl.obolibrary.org/obo/DOID_8787	http://purl.obolibrary.org/obo/DOID_8886	is_a	DO
DOID_7455	DOID_2277	http://purl.obolibrary.org/obo/DOID_7455	http://purl.obolibrary.org/obo/DOID_2277	is_a	DO
DOID_8781	DOID_934	http://purl.obolibrary.org/obo/DOID_8781	http://purl.obolibrary.org/obo/DOID_934	is_a	DO
DOID_7488	DOID_738	http://purl.obolibrary.org/obo/DOID_7488	http://purl.obolibrary.org/obo/DOID_738	is_a	DO
DOID_7489	DOID_3342	http://purl.obolibrary.org/obo/DOID_7489	http://purl.obolibrary.org/obo/DOID_3342	is_a	DO
DOID_7482	DOID_3565	http://purl.obolibrary.org/obo/DOID_7482	http://purl.obolibrary.org/obo/DOID_3565	is_a	DO
DOID_7483	DOID_3744	http://purl.obolibrary.org/obo/DOID_7483	http://purl.obolibrary.org/obo/DOID_3744	is_a	DO
DOID_6160	DOID_5551	http://purl.obolibrary.org/obo/DOID_6160	http://purl.obolibrary.org/obo/DOID_5551	is_a	DO
DOID_7491	DOID_7492	http://purl.obolibrary.org/obo/DOID_7491	http://purl.obolibrary.org/obo/DOID_7492	is_a	DO
DOID_7491	DOID_2096	http://purl.obolibrary.org/obo/DOID_7491	http://purl.obolibrary.org/obo/DOID_2096	is_a	DO
DOID_6161	DOID_4743	http://purl.obolibrary.org/obo/DOID_6161	http://purl.obolibrary.org/obo/DOID_4743	is_a	DO
DOID_7492	DOID_6193	http://purl.obolibrary.org/obo/DOID_7492	http://purl.obolibrary.org/obo/DOID_6193	is_a	DO
DOID_6148	DOID_2163	http://purl.obolibrary.org/obo/DOID_6148	http://purl.obolibrary.org/obo/DOID_2163	is_a	DO
