Node	Node_Long	Definition	OntologyScope
DOID_11934	http://purl.obolibrary.org/obo/DOID_11934	head and neck cancer	DO
DOID_10604	http://purl.obolibrary.org/obo/DOID_10604	lactose intolerance	DO
DOID_10605	http://purl.obolibrary.org/obo/DOID_10605	short bowel syndrome	DO
DOID_0111510	http://purl.obolibrary.org/obo/DOID_0111510	Marshall syndrome	DO
DOID_0111511	http://purl.obolibrary.org/obo/DOID_0111511	melanoma and neural system tumor syndrome	DO
DOID_10600	http://purl.obolibrary.org/obo/DOID_10600	chronic tic disorder	DO
DOID_0111514	http://purl.obolibrary.org/obo/DOID_0111514	metatropic dysplasia	DO
DOID_0111515	http://purl.obolibrary.org/obo/DOID_0111515	autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 2	DO
DOID_0111512	http://purl.obolibrary.org/obo/DOID_0111512	metachondromatosis	DO
DOID_0111513	http://purl.obolibrary.org/obo/DOID_0111513	metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome	DO
DOID_0111507	http://purl.obolibrary.org/obo/DOID_0111507	Lenz-Majewski hyperostotic dwarfism	DO
DOID_11949	http://purl.obolibrary.org/obo/DOID_11949	Creutzfeldt-Jakob disease	DO
DOID_0111508	http://purl.obolibrary.org/obo/DOID_0111508	Torrance type platyspondylic dysplasia	DO
DOID_10619	http://purl.obolibrary.org/obo/DOID_10619	lymph node cancer	DO
DOID_0111505	http://purl.obolibrary.org/obo/DOID_0111505	palmoplantar keratoderma-deafness syndrome	DO
DOID_0111506	http://purl.obolibrary.org/obo/DOID_0111506	palmoplantar keratoderma-esophageal carcinoma syndrome	DO
DOID_0111509	http://purl.obolibrary.org/obo/DOID_0111509	lymphedema-distichiasis syndrome	DO
DOID_10615	http://purl.obolibrary.org/obo/DOID_10615	acute gonococcal cervicitis	DO
DOID_10616	http://purl.obolibrary.org/obo/DOID_10616	acute cervicitis	DO
DOID_1293	http://purl.obolibrary.org/obo/DOID_1293	labia minora carcinoma	DO
DOID_1294	http://purl.obolibrary.org/obo/DOID_1294	vulva carcinoma	DO
DOID_10610	http://purl.obolibrary.org/obo/DOID_10610	pancreatic steatorrhea	DO
DOID_0111500	http://purl.obolibrary.org/obo/DOID_0111500	combined oxidative phosphorylation deficiency 23	DO
DOID_10611	http://purl.obolibrary.org/obo/DOID_10611	protein-losing enteropathy	DO
DOID_10612	http://purl.obolibrary.org/obo/DOID_10612	allergic urticaria	DO
DOID_0111503	http://purl.obolibrary.org/obo/DOID_0111503	Li-Fraumeni syndrome 1	DO
DOID_0111504	http://purl.obolibrary.org/obo/DOID_0111504	Li-Fraumeni syndrome 2	DO
DOID_0111501	http://purl.obolibrary.org/obo/DOID_0111501	combined oxidative phosphorylation deficiency 29	DO
DOID_0111502	http://purl.obolibrary.org/obo/DOID_0111502	combined oxidative phosphorylation deficiency 6	DO
DOID_6139	http://purl.obolibrary.org/obo/DOID_6139	uterine corpus epithelioid leiomyosarcoma	DO
DOID_7465	http://purl.obolibrary.org/obo/DOID_7465	chronic NK-cell lymphocytosis	DO
DOID_7463	http://purl.obolibrary.org/obo/DOID_7463	childhood pleomorphic rhabdomyosarcoma	DO
DOID_6132	http://purl.obolibrary.org/obo/DOID_6132	bronchitis	DO
DOID_7460	http://purl.obolibrary.org/obo/DOID_7460	spindle cell variant squamous cell breast carcinoma	DO
DOID_8792	http://purl.obolibrary.org/obo/DOID_8792	eye carcinoma in situ	DO
DOID_7461	http://purl.obolibrary.org/obo/DOID_7461	large cell keratinizing variant squamous cell breast carcinoma	DO
DOID_8791	http://purl.obolibrary.org/obo/DOID_8791	breast carcinoma in situ	DO
DOID_6128	http://purl.obolibrary.org/obo/DOID_6128	gliomatosis cerebri	DO
DOID_7459	http://purl.obolibrary.org/obo/DOID_7459	acantholytic variant squamous cell breast carcinoma	DO
DOID_6126	http://purl.obolibrary.org/obo/DOID_6126	anal canal carcinoma	DO
DOID_7457	http://purl.obolibrary.org/obo/DOID_7457	enterobiasis	DO
DOID_8787	http://purl.obolibrary.org/obo/DOID_8787	disseminated chorioretinitis	DO
DOID_7455	http://purl.obolibrary.org/obo/DOID_7455	hypogonadotropism	DO
DOID_8781	http://purl.obolibrary.org/obo/DOID_8781	rubella	DO
DOID_7488	http://purl.obolibrary.org/obo/DOID_7488	posterior urethra cancer	DO
DOID_7489	http://purl.obolibrary.org/obo/DOID_7489	Osgood-Schlatter's disease	DO
DOID_7482	http://purl.obolibrary.org/obo/DOID_7482	petrous apex meningioma	DO
DOID_7483	http://purl.obolibrary.org/obo/DOID_7483	cervical keratinizing squamous cell carcinoma	DO
DOID_6160	http://purl.obolibrary.org/obo/DOID_6160	childhood choriocarcinoma of the testis	DO
DOID_7491	http://purl.obolibrary.org/obo/DOID_7491	vulvar proximal-type epithelioid sarcoma	DO
DOID_6161	http://purl.obolibrary.org/obo/DOID_6161	childhood testicular mixed germ cell tumor	DO
DOID_7492	http://purl.obolibrary.org/obo/DOID_7492	central epithelioid sarcoma	DO
DOID_6148	http://purl.obolibrary.org/obo/DOID_6148	nasal cavity carcinoma in situ	DO
DOID_7479	http://purl.obolibrary.org/obo/DOID_7479	duodenal somatostatinoma	DO
DOID_7475	http://purl.obolibrary.org/obo/DOID_7475	diverticulitis	DO
DOID_7474	http://purl.obolibrary.org/obo/DOID_7474	malignant pleural mesothelioma	DO
DOID_7480	http://purl.obolibrary.org/obo/DOID_7480	large cell carcinoma with rhabdoid phenotype	DO
DOID_7428	http://purl.obolibrary.org/obo/DOID_7428	pineal region germinoma	DO
DOID_7429	http://purl.obolibrary.org/obo/DOID_7429	childhood brain germinoma	DO
DOID_7426	http://purl.obolibrary.org/obo/DOID_7426	cutaneous anthrax	DO
DOID_8757	http://purl.obolibrary.org/obo/DOID_8757	gastric mucosal hypertrophy	DO
DOID_7427	http://purl.obolibrary.org/obo/DOID_7427	anthrax disease	DO
DOID_8747	http://purl.obolibrary.org/obo/DOID_8747	subacute myeloid leukemia	DO
DOID_8743	http://purl.obolibrary.org/obo/DOID_8743	erythema infectiosum	DO
DOID_7411	http://purl.obolibrary.org/obo/DOID_7411	ovarian endometrioid cystadenofibroma	DO
DOID_8741	http://purl.obolibrary.org/obo/DOID_8741	seborrheic dermatitis	DO
DOID_6119	http://purl.obolibrary.org/obo/DOID_6119	renal pelvis urothelial papilloma	DO
DOID_6118	http://purl.obolibrary.org/obo/DOID_6118	renal pelvis inverted papilloma	DO
DOID_8778	http://purl.obolibrary.org/obo/DOID_8778	Crohn's disease	DO
DOID_6115	http://purl.obolibrary.org/obo/DOID_6115	lateral ventricle meningioma	DO
DOID_6113	http://purl.obolibrary.org/obo/DOID_6113	intracerebral cystic meningioma	DO
DOID_6114	http://purl.obolibrary.org/obo/DOID_6114	cerebral convexity meningioma	DO
DOID_7442	http://purl.obolibrary.org/obo/DOID_7442	monoclonal gammopathy of uncertain significance	DO
DOID_6112	http://purl.obolibrary.org/obo/DOID_6112	cerebral meningioma	DO
DOID_7441	http://purl.obolibrary.org/obo/DOID_7441	chronic metabolic polyneuropathy	DO
DOID_6110	http://purl.obolibrary.org/obo/DOID_6110	jugular foramen meningioma	DO
DOID_8771	http://purl.obolibrary.org/obo/DOID_8771	contagious pustular dermatitis	DO
DOID_10686	http://purl.obolibrary.org/obo/DOID_10686	lactocele	DO
DOID_10688	http://purl.obolibrary.org/obo/DOID_10688	hypertrophy of breast	DO
DOID_10685	http://purl.obolibrary.org/obo/DOID_10685	separation anxiety disorder	DO
DOID_7439	http://purl.obolibrary.org/obo/DOID_7439	polyp of middle ear	DO
DOID_7437	http://purl.obolibrary.org/obo/DOID_7437	uterus perivascular epithelioid cell tumor	DO
DOID_7438	http://purl.obolibrary.org/obo/DOID_7438	ovarian clear cell cystadenocarcinoma	DO
DOID_7435	http://purl.obolibrary.org/obo/DOID_7435	polyvesicular vitelline pattern testicular yolk sac tumor	DO
DOID_7436	http://purl.obolibrary.org/obo/DOID_7436	sarcomatoid uterine corpus endometrioid adenocarcinoma	DO
DOID_6102	http://purl.obolibrary.org/obo/DOID_6102	herpetic gastritis	DO
DOID_6103	http://purl.obolibrary.org/obo/DOID_6103	thoracic spinal canal and spinal cord meningioma	DO
DOID_6101	http://purl.obolibrary.org/obo/DOID_6101	signet ring cell variant cervical mucinous adenocarcinoma	DO
DOID_8761	http://purl.obolibrary.org/obo/DOID_8761	megakaryocytic leukemia	DO
DOID_7430	http://purl.obolibrary.org/obo/DOID_7430	childhood germ cell brain tumor	DO
DOID_10690	http://purl.obolibrary.org/obo/DOID_10690	mastitis	DO
DOID_10691	http://purl.obolibrary.org/obo/DOID_10691	fat necrosis of breast	DO
DOID_10697	http://purl.obolibrary.org/obo/DOID_10697	chronic endophthalmitis	DO
DOID_10699	http://purl.obolibrary.org/obo/DOID_10699	paragonimiasis	DO
DOID_3821	http://purl.obolibrary.org/obo/DOID_3821	posterior cerebral artery infarction	DO
DOID_6098	http://purl.obolibrary.org/obo/DOID_6098	thalamic neoplasm	DO
DOID_3829	http://purl.obolibrary.org/obo/DOID_3829	pituitary adenoma	DO
DOID_3828	http://purl.obolibrary.org/obo/DOID_3828	chromophobe adenoma	DO
DOID_14107	http://purl.obolibrary.org/obo/DOID_14107	De Quervain disease	DO
DOID_3825	http://purl.obolibrary.org/obo/DOID_3825	Shwartzman phenomenon	DO
DOID_3827	http://purl.obolibrary.org/obo/DOID_3827	congenital diaphragmatic hernia	DO
DOID_6089	http://purl.obolibrary.org/obo/DOID_6089	pediatric leptomeningeal melanoma	DO
DOID_6088	http://purl.obolibrary.org/obo/DOID_6088	acute stress disorder	DO
DOID_6085	http://purl.obolibrary.org/obo/DOID_6085	meningeal melanoma	DO
DOID_6086	http://purl.obolibrary.org/obo/DOID_6086	malignant leptomeningeal tumor	DO
DOID_0110193	http://purl.obolibrary.org/obo/DOID_0110193	Charcot-Marie-Tooth disease type 4F	DO
DOID_0110194	http://purl.obolibrary.org/obo/DOID_0110194	Charcot-Marie-Tooth disease type 4B3	DO
DOID_14110	http://purl.obolibrary.org/obo/DOID_14110	anus cancer	DO
DOID_0110191	http://purl.obolibrary.org/obo/DOID_0110191	Charcot-Marie-Tooth disease type 4B1	DO
DOID_0110192	http://purl.obolibrary.org/obo/DOID_0110192	Charcot-Marie-Tooth disease type 4H	DO
DOID_14111	http://purl.obolibrary.org/obo/DOID_14111	median rhomboid glossitis	DO
DOID_0110197	http://purl.obolibrary.org/obo/DOID_0110197	Charcot-Marie-Tooth disease dominant intermediate B	DO
DOID_6090	http://purl.obolibrary.org/obo/DOID_6090	adult leptomeningeal melanoma	DO
DOID_0110198	http://purl.obolibrary.org/obo/DOID_0110198	Charcot-Marie-Tooth disease recessive intermediate C	DO
DOID_0110195	http://purl.obolibrary.org/obo/DOID_0110195	Charcot-Marie-Tooth disease type 4E	DO
DOID_0110196	http://purl.obolibrary.org/obo/DOID_0110196	Charcot-Marie-Tooth disease type 4G	DO
DOID_3818	http://purl.obolibrary.org/obo/DOID_3818	photoallergic dermatitis	DO
DOID_3817	http://purl.obolibrary.org/obo/DOID_3817	cranial nerve palsy	DO
DOID_14118	http://purl.obolibrary.org/obo/DOID_14118	familial lipoprotein lipase deficiency	DO
DOID_0110199	http://purl.obolibrary.org/obo/DOID_0110199	Charcot-Marie-Tooth disease dominant intermediate C	DO
DOID_3819	http://purl.obolibrary.org/obo/DOID_3819	toxicodendron dermatitis	DO
DOID_3814	http://purl.obolibrary.org/obo/DOID_3814	extraskeletal chondroma	DO
DOID_14116	http://purl.obolibrary.org/obo/DOID_14116	multiple symmetric lipomatosis	DO
DOID_3813	http://purl.obolibrary.org/obo/DOID_3813	central nervous system chondroma	DO
DOID_3816	http://purl.obolibrary.org/obo/DOID_3816	glossopharyngeal nerve paralysis	DO
DOID_14115	http://purl.obolibrary.org/obo/DOID_14115	toxic shock syndrome	DO
DOID_3843	http://purl.obolibrary.org/obo/DOID_3843	diencephalic neoplasm	DO
DOID_3842	http://purl.obolibrary.org/obo/DOID_3842	skull base cancer	DO
DOID_2512	http://purl.obolibrary.org/obo/DOID_2512	nevoid basal cell carcinoma syndrome	DO
DOID_2513	http://purl.obolibrary.org/obo/DOID_2513	basal cell carcinoma	DO
DOID_2510	http://purl.obolibrary.org/obo/DOID_2510	Kluver-Bucy syndrome	DO
DOID_3840	http://purl.obolibrary.org/obo/DOID_3840	craniopharyngioma	DO
DOID_0110190	http://purl.obolibrary.org/obo/DOID_0110190	Charcot-Marie-Tooth disease type 4B2	DO
DOID_0110182	http://purl.obolibrary.org/obo/DOID_0110182	Charcot-Marie-Tooth disease axonal type 2C	DO
DOID_0110183	http://purl.obolibrary.org/obo/DOID_0110183	Charcot-Marie-Tooth disease type 4C	DO
DOID_0110180	http://purl.obolibrary.org/obo/DOID_0110180	Charcot-Marie-Tooth disease axonal type 2CC	DO
DOID_0110181	http://purl.obolibrary.org/obo/DOID_0110181	Charcot-Marie-Tooth disease axonal type 2Z	DO
DOID_0110186	http://purl.obolibrary.org/obo/DOID_0110186	Charcot-Marie-Tooth disease type 4D	DO
DOID_0110187	http://purl.obolibrary.org/obo/DOID_0110187	Charcot-Marie-Tooth disease type 4K	DO
DOID_0110184	http://purl.obolibrary.org/obo/DOID_0110184	Charcot-Marie-Tooth disease type 4J	DO
DOID_0110185	http://purl.obolibrary.org/obo/DOID_0110185	Charcot-Marie-Tooth disease type 4A	DO
DOID_2519	http://purl.obolibrary.org/obo/DOID_2519	testicular disease	DO
DOID_0110188	http://purl.obolibrary.org/obo/DOID_0110188	Leber congenital amaurosis 14	DO
DOID_0110189	http://purl.obolibrary.org/obo/DOID_0110189	Leber congenital amaurosis 15	DO
DOID_3847	http://purl.obolibrary.org/obo/DOID_3847	papillary craniopharyngioma	DO
DOID_3846	http://purl.obolibrary.org/obo/DOID_3846	adamantinous craniopharyngioma	DO
DOID_2516	http://purl.obolibrary.org/obo/DOID_2516	intracranial cavernous angioma	DO
DOID_2517	http://purl.obolibrary.org/obo/DOID_2517	intracranial structure hemangioma	DO
DOID_2518	http://purl.obolibrary.org/obo/DOID_2518	orchitis	DO
DOID_0110171	http://purl.obolibrary.org/obo/DOID_0110171	Charcot-Marie-Tooth disease axonal type 2S	DO
DOID_0110170	http://purl.obolibrary.org/obo/DOID_0110170	Charcot-Marie-Tooth disease axonal type 2Q	DO
DOID_0110175	http://purl.obolibrary.org/obo/DOID_0110175	Charcot-Marie-Tooth disease axonal type 2O	DO
DOID_0110176	http://purl.obolibrary.org/obo/DOID_0110176	Charcot-Marie-Tooth disease axonal type 2X	DO
DOID_0110173	http://purl.obolibrary.org/obo/DOID_0110173	Charcot-Marie-Tooth disease axonal type 2U	DO
DOID_0110174	http://purl.obolibrary.org/obo/DOID_0110174	Charcot-Marie-Tooth disease axonal type 2L	DO
DOID_0110179	http://purl.obolibrary.org/obo/DOID_0110179	Charcot-Marie-Tooth disease type 2B2	DO
DOID_2508	http://purl.obolibrary.org/obo/DOID_2508	Takayasu's arteritis	DO
DOID_0110177	http://purl.obolibrary.org/obo/DOID_0110177	Charcot-Marie-Tooth disease axonal type 2N	DO
DOID_0110178	http://purl.obolibrary.org/obo/DOID_0110178	Charcot-Marie-Tooth disease axonal type 2V	DO
DOID_7389	http://purl.obolibrary.org/obo/DOID_7389	pulmonary artery leiomyosarcoma	DO
DOID_6059	http://purl.obolibrary.org/obo/DOID_6059	nasal vestibule papilloma	DO
DOID_7388	http://purl.obolibrary.org/obo/DOID_7388	pulmonary vein leiomyosarcoma	DO
DOID_6054	http://purl.obolibrary.org/obo/DOID_6054	frontal sinus Schneiderian papilloma	DO
DOID_6052	http://purl.obolibrary.org/obo/DOID_6052	central nervous system childhood germ cell tumor	DO
DOID_6053	http://purl.obolibrary.org/obo/DOID_6053	pediatric germ cell cancer	DO
DOID_7390	http://purl.obolibrary.org/obo/DOID_7390	superior vena cava leiomyosarcoma	DO
DOID_7378	http://purl.obolibrary.org/obo/DOID_7378	pituitary hypoplasia	DO
DOID_6048	http://purl.obolibrary.org/obo/DOID_6048	telangiectatic glomangioma	DO
DOID_7379	http://purl.obolibrary.org/obo/DOID_7379	adrenal medulla carcinoma	DO
DOID_6043	http://purl.obolibrary.org/obo/DOID_6043	ciliary body spindle cell melanoma	DO
DOID_6041	http://purl.obolibrary.org/obo/DOID_6041	choroid spindle cell melanoma	DO
DOID_6050	http://purl.obolibrary.org/obo/DOID_6050	esophageal disease	DO
DOID_7381	http://purl.obolibrary.org/obo/DOID_7381	lymphohistiocytoid mesothelioma	DO
DOID_7380	http://purl.obolibrary.org/obo/DOID_7380	squamous cell papilloma of skin	DO
DOID_6083	http://purl.obolibrary.org/obo/DOID_6083	childhood ovarian endodermal sinus tumor	DO
DOID_6084	http://purl.obolibrary.org/obo/DOID_6084	pediatric ovarian germ cell tumor	DO
DOID_6082	http://purl.obolibrary.org/obo/DOID_6082	pediatric testicular germ cell tumor	DO
DOID_3809	http://purl.obolibrary.org/obo/DOID_3809	epidural spinal canal meningioma	DO
DOID_3803	http://purl.obolibrary.org/obo/DOID_3803	Crigler-Najjar syndrome	DO
DOID_3805	http://purl.obolibrary.org/obo/DOID_3805	porokeratosis	DO
DOID_7398	http://purl.obolibrary.org/obo/DOID_7398	cerebral primitive neuroectodermal tumor	DO
DOID_6067	http://purl.obolibrary.org/obo/DOID_6067	ovarian mucinous neoplasm	DO
DOID_6065	http://purl.obolibrary.org/obo/DOID_6065	urinary tract non-invasive transitional cell neoplasm	DO
DOID_1247	http://purl.obolibrary.org/obo/DOID_1247	blood coagulation disease	DO
DOID_11917	http://purl.obolibrary.org/obo/DOID_11917	tinea cruris	DO
DOID_1248	http://purl.obolibrary.org/obo/DOID_1248	ocular hyperemia	DO
DOID_1242	http://purl.obolibrary.org/obo/DOID_1242	globe disease	DO
DOID_1243	http://purl.obolibrary.org/obo/DOID_1243	labia minora cancer	DO
DOID_2575	http://purl.obolibrary.org/obo/DOID_2575	barbiturate dependence	DO
DOID_11914	http://purl.obolibrary.org/obo/DOID_11914	gastroparesis	DO
DOID_1245	http://purl.obolibrary.org/obo/DOID_1245	vulva cancer	DO
DOID_14192	http://purl.obolibrary.org/obo/DOID_14192	bicipital tenosynovitis	DO
DOID_2570	http://purl.obolibrary.org/obo/DOID_2570	malignant histiocytic disease	DO
DOID_1240	http://purl.obolibrary.org/obo/DOID_1240	leukemia	DO
