DTRI_ID	Experiment_ID	TF_Symbol_Human	Target_Symbol_Human	Experiment_Type	Mutated	Binding_Verified
tri_01639	exp_0779	SOX2	SOX2	reporter	TRUE	putative
tri_01871	exp_1459	E2F1	BRCA1	reporter	TRUE	putative
tri_01871	exp_2411	E2F1	BRCA1	reporter	TRUE	putative
tri_01873	exp_1598	E2F1	ECT2	reporter	FALSE	not_applicable
tri_01874	exp_0191	E2F1	FGFR1	reporter	TRUE	emsa
tri_01876	exp_1441	E2F1	MAP3K5	reporter	TRUE	putative
tri_01881	exp_1596	E2F1	KIF23	reporter	FALSE	not_applicable
tri_01883	exp_1600	E2F1	RACGAP1	reporter	FALSE	not_applicable
tri_04003	exp_0067	E2F1	SKP2	reporter	TRUE	putative
tri_06068	exp_1799	E2F1	THBS1	reporter	TRUE	putative
tri_06068	exp_1800	E2F1	THBS1	reporter	TRUE	putative
tri_07740	exp_3675	SOX2	TP63	reporter	FALSE	not_applicable
tri_08831	exp_2514	E2F1	ATM	reporter	FALSE	not_applicable
tri_08839	exp_2370	E2F1	CCND1	reporter	FALSE	not_applicable
tri_08849	exp_1782	E2F1	CDKN2A	reporter	FALSE	not_applicable
tri_08860	exp_1480	E2F1	DNMT1	reporter	FALSE	not_applicable
tri_08860	exp_2698	E2F1	DNMT1	reporter	TRUE	putative
tri_08878	exp_0284	E2F1	HELLS	reporter	TRUE	emsa
tri_08881	exp_0271	E2F1	IRF3	reporter	TRUE	putative
tri_08890	exp_1338	E2F1	MCL1	reporter	TRUE	emsa
tri_08890	exp_0012	E2F1	MCL1	reporter	TRUE	putative
tri_08901	exp_2516	E2F1	NPAT	reporter	FALSE	not_applicable
tri_08902	exp_0772	E2F1	NRP1	reporter	FALSE	not_applicable
tri_08905	exp_1499	E2F1	PCSK6	reporter	FALSE	not_applicable
tri_08913	exp_1513	E2F1	POLA1	reporter	TRUE	putative
tri_08919	exp_1699	E2F1	PTTG1	reporter	FALSE	not_applicable
tri_08919	exp_1700	E2F1	PTTG1	reporter	FALSE	not_applicable
tri_08920	exp_2757	E2F1	PURA	reporter	FALSE	not_applicable
tri_10165	exp_1184	SOX2	FGF4	reporter	FALSE	not_applicable
tri_10165	exp_1182	SOX2	FGF4	reporter	FALSE	not_applicable
tri_10165	exp_2646	SOX2	FGF4	reporter	TRUE	putative
tri_10165	exp_0780	SOX2	FGF4	reporter	TRUE	putative
tri_10167	exp_0046	SOX2	POU5F1	reporter	FALSE	not_applicable
tri_10167	exp_0050	SOX2	POU5F1	reporter	FALSE	not_applicable
tri_10167	exp_0783	SOX2	POU5F1	reporter	FALSE	not_applicable
tri_10167	exp_0839	SOX2	POU5F1	reporter	TRUE	putative
tri_10170	exp_2397	SOX2	UTF1	reporter	FALSE	not_applicable
tri_10170	exp_0782	SOX2	UTF1	reporter	TRUE	putative
tri_11445	exp_1533	SOX2	CCND1	reporter	FALSE	not_applicable
tri_11445	exp_1534	SOX2	CCND1	reporter	FALSE	not_applicable
tri_11445	exp_1115	SOX2	CCND1	reporter	TRUE	putative
tri_11445	exp_1116	SOX2	CCND1	reporter	TRUE	putative
tri_11446	exp_2808	SOX2	PAX6	reporter	FALSE	not_applicable
tri_11448	exp_0788	SOX2	ZSCAN10	reporter	TRUE	putative
tri_12831	exp_2018	E2F1	CD2AP	reporter	TRUE	putative
tri_12849	exp_1980	E2F1	HMGA1	reporter	TRUE	putative
tri_12858	exp_2110	E2F1	NELL2	reporter	FALSE	not_applicable
tri_12858	exp_2111	E2F1	NELL2	reporter	FALSE	not_applicable
tri_21549	exp_0988	SOX2	ATOH1	reporter	TRUE	putative
tri_21550	exp_1037	SOX2	BIRC5	reporter	FALSE	not_applicable
tri_21551	exp_1025	SOX2	CDKN1B	reporter	FALSE	not_applicable
tri_21552	exp_3159	SOX2	EGFR	reporter	FALSE	not_applicable
tri_21559	exp_3595	SOX2	NKX2-1	reporter	TRUE	putative
tri_21560	exp_1245	SOX2	NR2E1	reporter	FALSE	not_applicable
tri_21563	exp_3626	SOX2	SIX3	reporter	TRUE	putative
tri_22781	exp_1780	E2F1	CDKN2B-AS1	reporter	FALSE	not_applicable
tri_22781	exp_1781	E2F1	CDKN2B-AS1	reporter	FALSE	not_applicable
tri_22782	exp_2026	E2F1	STMN1	reporter	TRUE	putative
tri_22782	exp_2027	E2F1	STMN1	reporter	TRUE	putative
tri_23254	exp_3677	SOX2	GATA6	reporter	FALSE	not_applicable
tri_23258	exp_1172	SOX2	HES5	reporter	TRUE	putative
tri_23258	exp_1173	SOX2	HES5	reporter	TRUE	putative
tri_23259	exp_0869	SOX2	MIR302A	reporter	FALSE	not_applicable
tri_23259	exp_0870	SOX2	MIR302A	reporter	FALSE	not_applicable
tri_23261	exp_2227	SOX2	TRIM33	reporter	TRUE	putative
tri_00596	exp_2215	FOXO1	CCL20	reporter	FALSE	not_applicable
tri_00596	exp_2214	FOXO1	CCL20	reporter	FALSE	not_applicable
tri_00597	exp_2207	FOXO1	TGFB1	reporter	FALSE	not_applicable
tri_07208	exp_2805	FOXO1	ADIPOQ	reporter	TRUE	putative
tri_07209	exp_0416	FOXO1	RETN	reporter	FALSE	not_applicable
tri_07209	exp_0417	FOXO1	RETN	reporter	FALSE	not_applicable
tri_07209	exp_0418	FOXO1	RETN	reporter	FALSE	not_applicable
tri_07209	exp_0414	FOXO1	RETN	reporter	FALSE	not_applicable
tri_07209	exp_0415	FOXO1	RETN	reporter	FALSE	not_applicable
tri_09074	exp_1524	FOXO1	ABCB1	reporter	FALSE	not_applicable
tri_09110	exp_3630	FOXO1	CDKN1A	reporter	FALSE	not_applicable
tri_09136	exp_1351	FOXO1	G6PC	reporter	TRUE	putative
tri_09173	exp_1803	FOXO1	PDK4	reporter	FALSE	not_applicable
tri_09199	exp_3257	FOXO1	SREBF1	reporter	FALSE	not_applicable
tri_11142	exp_0162	FOXO1	CEBPB	reporter	FALSE	not_applicable
tri_13519	exp_3021	FOXO1	ADIPOR1	reporter	TRUE	putative
tri_13521	exp_1709	FOXO1	EDN1	reporter	TRUE	putative
tri_22826	exp_0227	FOXO1	CTSL	reporter	TRUE	putative
tri_22827	exp_0226	FOXO1	CTSV	reporter	TRUE	putative
tri_22828	exp_1016	FOXO1	DDX5	reporter	FALSE	not_applicable
tri_22830	exp_1022	FOXO1	GCDH	reporter	FALSE	not_applicable
tri_22831	exp_0041	FOXO1	APOC3	reporter	TRUE	putative
tri_22832	exp_3902	FOXO1	IL9	reporter	FALSE	not_applicable
tri_22833	exp_3905	FOXO1	IRF4	reporter	FALSE	not_applicable
tri_22834	exp_2210	FOXO1	SERPINB2	reporter	FALSE	not_applicable
tri_22834	exp_2209	FOXO1	SERPINB2	reporter	FALSE	not_applicable
tri_22835	exp_1010	FOXO1	PLTP	reporter	FALSE	not_applicable
tri_22836	exp_1007	FOXO1	PPA1	reporter	FALSE	not_applicable
tri_22838	exp_1019	FOXO1	GALNT14	reporter	FALSE	not_applicable
tri_22839	exp_1004	FOXO1	NDNF	reporter	FALSE	not_applicable
tri_22840	exp_1802	FOXO1	NR0B2	reporter	FALSE	not_applicable
tri_22841	exp_1013	FOXO1	MCM3AP	reporter	FALSE	not_applicable
tri_00609	exp_0267	RUNX1	PF4V1	reporter	FALSE	not_applicable
tri_00729	exp_0793	RUNX1	IL2	reporter	TRUE	emsa
tri_01616	exp_3635	RUNX1	SPI1	reporter	FALSE	not_applicable
tri_01616	exp_0826	RUNX1	SPI1	reporter	TRUE	emsa
tri_01684	exp_0994	RUNX1	CEBPA	reporter	TRUE	emsa
tri_01740	exp_0054	POU5F1	SOX2	reporter	FALSE	not_applicable
tri_09904	exp_1183	POU5F1	FGF4	reporter	FALSE	not_applicable
tri_09904	exp_2413	POU5F1	FGF4	reporter	FALSE	not_applicable
tri_09904	exp_1181	POU5F1	FGF4	reporter	FALSE	not_applicable
tri_09905	exp_3479	POU5F1	NANOG	reporter	FALSE	not_applicable
tri_09905	exp_2696	POU5F1	NANOG	reporter	TRUE	putative
tri_09906	exp_0047	POU5F1	POU5F1	reporter	FALSE	not_applicable
tri_09906	exp_0051	POU5F1	POU5F1	reporter	FALSE	not_applicable
tri_09906	exp_2661	POU5F1	POU5F1	reporter	TRUE	emsa
tri_15887	exp_3442	POU5F1	CDKN1A	reporter	FALSE	not_applicable
tri_16429	exp_0238	RUNX1	ALOX12	reporter	TRUE	emsa
tri_16436	exp_2713	RUNX1	CSF1R	reporter	FALSE	not_applicable
tri_16447	exp_0156	RUNX1	MPL	reporter	FALSE	not_applicable
tri_16447	exp_0159	RUNX1	MPL	reporter	FALSE	not_applicable
tri_16450	exp_2021	RUNX1	MYL9	reporter	TRUE	putative
tri_16454	exp_0263	RUNX1	PF4	reporter	TRUE	emsa
tri_16456	exp_0275	RUNX1	PRKCQ	reporter	TRUE	emsa
tri_20931	exp_0950	POU5F1	not_applicable	reporter	TRUE	putative
tri_20932	exp_3316	POU5F1	MYOD1	reporter	FALSE	not_applicable
tri_20933	exp_0850	POU5F1	NR0B1	reporter	TRUE	putative
tri_20936	exp_3170	POU5F1	STK40	reporter	TRUE	putative
tri_20937	exp_1033	POU5F1	TET2	reporter	TRUE	emsa
tri_21207	exp_3375	RUNX1	CDKN2A	reporter	TRUE	putative
tri_21208	exp_2676	RUNX1	IGFBP3	reporter	FALSE	not_applicable
tri_21212	exp_1865	RUNX1	SMAD6	reporter	FALSE	not_applicable
tri_23182	exp_3918	POU5F1	DNMT1	reporter	TRUE	putative
tri_23182	exp_3919	POU5F1	DNMT1	reporter	TRUE	putative
tri_23183	exp_3741	POU5F1	E2F3	reporter	TRUE	putative
tri_23184	exp_2536	POU5F1	FBXO15	reporter	TRUE	emsa
tri_23185	exp_0547	POU5F1	NEAT1	reporter	TRUE	putative
tri_23187	exp_0550	POU5F1	MALAT1	reporter	TRUE	putative
tri_23188	exp_0865	POU5F1	MIR302A	reporter	FALSE	not_applicable
tri_23188	exp_0866	POU5F1	MIR302A	reporter	FALSE	not_applicable
tri_23190	exp_2356	POU5F1	PDGFRA	reporter	TRUE	putative
tri_23193	exp_2167	POU5F1	CCND1	reporter	TRUE	putative
tri_23194	exp_0553	POU5F1	UCA1	reporter	TRUE	putative
tri_23196	exp_0785	POU5F1	ZSCAN10	reporter	TRUE	putative
tri_23414	exp_2144	RUNX1	IL7R	reporter	TRUE	putative
tri_23415	exp_2232	RUNX1	LIFR	reporter	FALSE	not_applicable
tri_23415	exp_2233	RUNX1	LIFR	reporter	FALSE	not_applicable
tri_23415	exp_2231	RUNX1	LIFR	reporter	TRUE	putative
tri_23415	exp_2234	RUNX1	LIFR	reporter	TRUE	putative
tri_23416	exp_2023	RUNX1	MYH9	reporter	TRUE	putative
tri_23417	exp_0242	RUNX1	NFE2	reporter	TRUE	emsa
tri_23418	exp_1912	RUNX1	SERPINB13	reporter	TRUE	putative
tri_23419	exp_1414	RUNX1	CELA2A	reporter	TRUE	putative
tri_23419	exp_1415	RUNX1	CELA2A	reporter	TRUE	putative
tri_23419	exp_1416	RUNX1	CELA2A	reporter	TRUE	putative
tri_23420	exp_2399	RUNX1	BLK	reporter	FALSE	not_applicable
tri_01838	exp_2540	CREB1	BCL2	reporter	TRUE	putative
tri_03084	exp_1786	STAT3	CTNNB1	reporter	FALSE	not_applicable
tri_04661	exp_2929	CREB1	FOS	reporter	FALSE	not_applicable
tri_06118	exp_1814	STAT3	MICA	reporter	FALSE	not_applicable
tri_06118	exp_1815	STAT3	MICA	reporter	FALSE	not_applicable
tri_06118	exp_1816	STAT3	MICA	reporter	FALSE	not_applicable
tri_06118	exp_1817	STAT3	MICA	reporter	FALSE	not_applicable
tri_07947	exp_0259	STAT3	ROR1	reporter	FALSE	not_applicable
tri_07963	exp_0395	CREB1	HSPA1A	reporter	TRUE	putative
tri_07963	exp_0395	CREB1	HSPA1B	reporter	TRUE	putative
tri_07964	exp_0395	CREB1	HSPA1A	reporter	TRUE	putative
tri_07964	exp_0395	CREB1	HSPA1B	reporter	TRUE	putative
tri_12565	exp_2072	CREB1	CYP19A1	reporter	FALSE	not_applicable
tri_12567	exp_2581	CREB1	ETV3	reporter	TRUE	emsa
tri_12567	exp_2582	CREB1	ETV3	reporter	TRUE	emsa
tri_12580	exp_2068	CREB1	LAPTM4B	reporter	FALSE	not_applicable
tri_12589	exp_3407	CREB1	NMNAT2	reporter	TRUE	putative
tri_12595	exp_3239	CREB1	NRF1	reporter	FALSE	not_applicable
tri_12614	exp_0777	CREB1	SOX9	reporter	TRUE	putative
tri_17351	exp_1900	STAT3	COPS5	reporter	FALSE	not_applicable
tri_17351	exp_1901	STAT3	COPS5	reporter	FALSE	not_applicable
tri_17351	exp_1902	STAT3	COPS5	reporter	FALSE	not_applicable
tri_17387	exp_1842	STAT3	MMP1	reporter	TRUE	emsa
tri_17415	exp_2137	STAT3	PTGS2	reporter	FALSE	not_applicable
tri_17415	exp_2138	STAT3	PTGS2	reporter	FALSE	not_applicable
tri_17418	exp_3284	STAT3	S1PR1	reporter	TRUE	putative
tri_18569	exp_3578	CREB1	ACSL4	reporter	FALSE	not_applicable
tri_18571	exp_2840	CREB1	CLDN11	reporter	FALSE	not_applicable
tri_18575	exp_3541	CREB1	ETV2	reporter	FALSE	not_applicable
tri_18579	exp_2657	CREB1	NFKBIZ	reporter	FALSE	not_applicable
tri_18584	exp_0708	CREB1	NECTIN2	reporter	FALSE	not_applicable
tri_21916	exp_0301	STAT3	CAV1	reporter	TRUE	putative
tri_21916	exp_0302	STAT3	CAV1	reporter	TRUE	putative
tri_21927	exp_0856	STAT3	NR0B1	reporter	TRUE	putative
tri_22702	exp_2070	CREB1	PNPLA6	reporter	FALSE	not_applicable
tri_22703	exp_0490	CREB1	USP22	reporter	TRUE	putative
tri_22705	exp_0217	CREB1	HBG2	reporter	TRUE	emsa
tri_22706	exp_2301	CREB1	TMEM173	reporter	FALSE	not_applicable
tri_22706	exp_2302	CREB1	TMEM173	reporter	FALSE	not_applicable
tri_22707	exp_1572	CREB1	CCN1	reporter	TRUE	putative
tri_22711	exp_1712	CREB1	TP53	reporter	FALSE	not_applicable
tri_22712	exp_1682	CREB1	CCNC	reporter	FALSE	not_applicable
tri_23298	exp_2343	STAT3	STK35	reporter	FALSE	not_applicable
tri_23298	exp_2344	STAT3	STK35	reporter	FALSE	not_applicable
tri_23299	exp_0458	STAT3	TPX2	reporter	TRUE	emsa
tri_23300	exp_0362	STAT3	FOXM1	reporter	FALSE	not_applicable
tri_23302	exp_2162	STAT3	TMEFF2	reporter	TRUE	putative
tri_23302	exp_2163	STAT3	TMEFF2	reporter	TRUE	putative
tri_23306	exp_2348	STAT3	RHOH	reporter	TRUE	putative
tri_23307	exp_0983	STAT3	PLK1	reporter	FALSE	not_applicable
tri_23308	exp_0982	STAT3	POLR2H	reporter	FALSE	not_applicable
tri_23311	exp_1977	STAT3	SKP2	reporter	TRUE	putative
tri_01445	exp_0682	EGR1	HPSE	reporter	TRUE	putative
tri_01445	exp_0683	EGR1	HPSE	reporter	TRUE	putative
tri_01445	exp_0684	EGR1	HPSE	reporter	TRUE	putative
tri_01445	exp_0685	EGR1	HPSE	reporter	TRUE	putative
tri_01445	exp_0681	EGR1	HPSE	reporter	TRUE	putative
tri_01923	exp_1538	EGR1	HIF1A	reporter	FALSE	not_applicable
tri_01934	exp_1633	EGR1	VEGFA	reporter	FALSE	not_applicable
tri_01934	exp_1634	EGR1	VEGFA	reporter	FALSE	not_applicable
tri_05154	exp_2106	EGR1	PER2	reporter	TRUE	putative
tri_05494	exp_0165	EGR1	BAX	reporter	FALSE	not_applicable
tri_05494	exp_0166	EGR1	BAX	reporter	FALSE	not_applicable
tri_05635	exp_3167	EGR1	SOX18	reporter	TRUE	putative
tri_05850	exp_2622	EGR1	EP300	reporter	FALSE	not_applicable
tri_06024	exp_2483	EGR1	TGFBR2	reporter	TRUE	putative
tri_12923	exp_3432	EGR1	CACNA1H	reporter	FALSE	not_applicable
tri_18777	exp_0112	EGR1	BIRC5	reporter	TRUE	emsa
tri_18778	exp_2766	EGR1	BNIP3	reporter	FALSE	not_applicable
tri_18784	exp_3680	EGR1	EPO	reporter	FALSE	not_applicable
tri_18804	exp_0134	EGR1	PTPRZ1	reporter	TRUE	emsa
tri_18804	exp_0135	EGR1	PTPRZ1	reporter	TRUE	emsa
tri_22788	exp_1457	EGR1	GNAQ	reporter	TRUE	putative
tri_22789	exp_0098	EGR1	ID2	reporter	TRUE	putative
tri_22790	exp_1953	EGR1	MST1R	reporter	FALSE	not_applicable
tri_22791	exp_3110	EGR1	PER1	reporter	TRUE	putative
tri_22791	exp_3813	EGR1	PER1	reporter	TRUE	putative
tri_01857	exp_1590	CUX1	ECT2	reporter	TRUE	putative
tri_01858	exp_1594	CUX1	KIF23	reporter	TRUE	putative
tri_01859	exp_1592	CUX1	RACGAP1	reporter	TRUE	putative
tri_04730	exp_1741	YY1	CFTR	reporter	FALSE	not_applicable
tri_10453	exp_2440	YY1	COL1A1	reporter	TRUE	emsa
tri_10461	exp_2456	YY1	MSX2	reporter	TRUE	emsa
tri_10464	exp_1319	YY1	NR3C1	reporter	FALSE	not_applicable
tri_10721	exp_0737	FOXA2	not_applicable	reporter	FALSE	not_applicable
tri_10731	exp_2631	FOXA2	HADH	reporter	FALSE	not_applicable
tri_10734	exp_1185	FOXA2	IGF1	reporter	TRUE	putative
tri_10734	exp_1186	FOXA2	IGF1	reporter	TRUE	putative
tri_10734	exp_1187	FOXA2	IGF1	reporter	TRUE	putative
tri_10742	exp_0607	FOXA2	HHEX	reporter	TRUE	emsa
tri_10742	exp_0608	FOXA2	HHEX	reporter	TRUE	emsa
tri_12726	exp_1621	CUX1	CDKN1B	reporter	FALSE	not_applicable
tri_13462	exp_1749	FOXA2	GFER	reporter	FALSE	not_applicable
tri_18196	exp_0393	YY1	MUC4	reporter	TRUE	emsa
tri_18213	exp_2360	YY1	TP53	reporter	FALSE	not_applicable
tri_19115	exp_3558	FOXA2	BIRC2	reporter	TRUE	putative
tri_19115	exp_3557	FOXA2	BIRC2	reporter	TRUE	putative
tri_19122	exp_3551	FOXA2	FERD3L	reporter	TRUE	putative
tri_19133	exp_2525	FOXA2	MAP1B	reporter	FALSE	not_applicable
tri_19136	exp_2941	FOXA2	MUC2	reporter	TRUE	putative
tri_19143	exp_3544	FOXA2	ST18	reporter	TRUE	putative
tri_19146	exp_2459	FOXA2	WNT7B	reporter	FALSE	not_applicable
tri_22389	exp_2741	YY1	AMELY	reporter	FALSE	not_applicable
tri_22392	exp_3949	YY1	CPOX	reporter	TRUE	emsa
tri_22393	exp_3930	YY1	FOS	reporter	FALSE	not_applicable
tri_22395	exp_2602	YY1	PAX2	reporter	FALSE	not_applicable
tri_22740	exp_1653	CUX1	CDH2	reporter	FALSE	not_applicable
tri_22741	exp_1657	CUX1	OCLN	reporter	FALSE	not_applicable
tri_22742	exp_1329	CUX1	CDKN1A	reporter	FALSE	not_applicable
tri_22742	exp_2505	CUX1	CDKN1A	reporter	FALSE	not_applicable
tri_22744	exp_2462	CUX1	DCTN6	reporter	FALSE	not_applicable
tri_22749	exp_1889	CUX1	KISS1	reporter	FALSE	not_applicable
tri_22749	exp_1890	CUX1	KISS1	reporter	FALSE	not_applicable
tri_22753	exp_3933	CUX1	NCAM1	reporter	TRUE	emsa
tri_22754	exp_2575	CUX1	NEU1	reporter	FALSE	not_applicable
tri_22757	exp_2506	CUX1	POLA1	reporter	FALSE	not_applicable
tri_22757	exp_0629	CUX1	POLA1	reporter	TRUE	emsa
tri_22757	exp_0630	CUX1	POLA1	reporter	TRUE	emsa
tri_22757	exp_0631	CUX1	POLA1	reporter	TRUE	emsa
tri_22757	exp_1511	CUX1	POLA1	reporter	TRUE	putative
tri_22761	exp_2479	CUX1	SI	reporter	TRUE	emsa
tri_22765	exp_1659	CUX1	VIM	reporter	FALSE	not_applicable
tri_22766	exp_2554	CUX1	HIST2H4A	reporter	FALSE	not_applicable
tri_22768	exp_1962	CUX1	PTTG1	reporter	FALSE	not_applicable
tri_22768	exp_1963	CUX1	PTTG1	reporter	FALSE	not_applicable
tri_22771	exp_1655	CUX1	CDH1	reporter	FALSE	not_applicable
tri_22939	exp_0522	FOXA2	CDKN1A	reporter	FALSE	not_applicable
tri_22942	exp_2198	FOXA2	CYP2A13	reporter	TRUE	putative
tri_22944	exp_2633	FOXA2	KCNJ11	reporter	FALSE	not_applicable
tri_22945	exp_2195	FOXA2	ABCB1	reporter	TRUE	putative
tri_22947	exp_0519	FOXA2	BAX	reporter	FALSE	not_applicable
tri_22949	exp_2635	FOXA2	ABCC8	reporter	FALSE	not_applicable
tri_22951	exp_2201	FOXA2	UGT2B17	reporter	TRUE	putative
tri_22952	exp_0366	FOXA2	FTO	reporter	FALSE	not_applicable
tri_22952	exp_0367	FOXA2	FTO	reporter	FALSE	not_applicable
tri_23377	exp_1144	YY1	DMD	reporter	TRUE	emsa
tri_23379	exp_0512	YY1	UBIAD1	reporter	FALSE	not_applicable
tri_23379	exp_0513	YY1	UBIAD1	reporter	FALSE	not_applicable
tri_23380	exp_0565	YY1	SOX2-OT	reporter	TRUE	emsa
tri_23381	exp_1892	YY1	KISS1	reporter	FALSE	not_applicable
tri_23382	exp_3393	YY1	PLP1	reporter	FALSE	not_applicable
tri_23383	exp_0082	YY1	PTGS2	reporter	FALSE	not_applicable
tri_23385	exp_0116	YY1	REST	reporter	TRUE	emsa
tri_23387	exp_0389	YY1	UBC	reporter	TRUE	emsa
tri_23388	exp_1965	YY1	PTTG1	reporter	FALSE	not_applicable
